item_number,district,location,disposition,signal_type,signal_description,occurred_date_time,charge_code,charge_description,offender_race,offender_gender,offender_age,offender_number,person_type,victim_race,victim_gender,victim_age,victim_number,victim_fatal_status,hate_crime,report_type,year,offenderid,offenderstatus,persontype,Signal Code
H-01943-20,5,4200 SAINT CLAUDE AV,OPEN,37,AGGRAVATED ASSAULT,2020-08-02 16:30:00,14 55,AGG. CRIMINAL DAMAGE,BLACK,MALE,,1.0,,WHITE,MALE,52.0,1.0,Non-fatal,,Incident Report,2020,636192.0,,VICTIM,37
H-01943-20,5,4200 SAINT CLAUDE AV,OPEN,37,AGGRAVATED ASSAULT,2020-08-02 16:30:00,14 55,AGG. CRIMINAL DAMAGE,BLACK,MALE,,1.0,,WHITE,MALE,52.0,1.0,Non-fatal,,Incident Report,2020,636192.0,,VICTIM,37
H-02008-20,2,3710 S CLAIBORNE AV,OPEN,64G,ARMED ROBBERY (GUN),2020-08-02 18:10:00,14 37,AGG. ASSAULT,BLACK,MALE,,1.0,,BLACK,MALE,33.0,1.0,Non-fatal,,Incident Report,2020,636200.0,,VICTIM,64G
H-02008-20,2,3710 S CLAIBORNE AV,OPEN,64G,ARMED ROBBERY (GUN),2020-08-02 18:10:00,14 37,AGG. ASSAULT,BLACK,MALE,,1.0,,BLACK,MALE,33.0,1.0,Non-fatal,,Incident Report,2020,636200.0,,VICTIM,64J
H-02008-20,2,3710 S CLAIBORNE AV,OPEN,64G,ARMED ROBBERY (GUN),2020-08-02 18:10:00,14 64,ARMED ROBBERY,BLACK,MALE,,1.0,,,,,1.0,Non-fatal,,Incident Report,2020,636200.0,,VICTIM,64G
H-02008-20,2,3710 S CLAIBORNE AV,OPEN,64G,ARMED ROBBERY (GUN),2020-08-02 18:10:00,14 64,ARMED ROBBERY,BLACK,MALE,,1.0,,,,,1.0,Non-fatal,,Incident Report,2020,636200.0,,VICTIM,64J
H-02008-20,2,3710 S CLAIBORNE AV,OPEN,64G,ARMED ROBBERY (GUN),2020-08-02 18:10:00,,,BLACK,MALE,,1.0,,BLACK,MALE,24.0,1.0,Non-fatal,,Incident Report,2020,636200.0,,INTERVIEW,64G
H-02008-20,2,3710 S CLAIBORNE AV,OPEN,64G,ARMED ROBBERY (GUN),2020-08-02 18:10:00,,,BLACK,MALE,,1.0,,BLACK,MALE,24.0,1.0,Non-fatal,,Incident Report,2020,636200.0,,INTERVIEW,64J
H-02031-20,4,2800 KENT DR,OPEN,30S,HOMICIDE (SHOOTING),2020-08-02 18:39:00,,,,,,,,BLACK,FEMALE,37.0,1.0,Non-fatal,,Supplemental Report,2020,,,REPORTING PERSON,30-S
H-02101-20,2,3303 S BROAD ST,OPEN,37,AGGRAVATED ASSAULT,2020-08-02 19:45:00,,,,,,,,BLACK,MALE,58.0,1.0,Non-fatal,,Supplemental Report,2020,,,VICTIM,64G
H-02101-20,2,3303 S BROAD ST,OPEN,37,AGGRAVATED ASSAULT,2020-08-02 19:45:00,,,,,,,,BLACK,MALE,58.0,1.0,Non-fatal,,Supplemental Report,2020,,,VICTIM,64
H-02459-20,2,38 NERON PL,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2020-08-03 02:55:00,14 62,SIMPLE BURGLARY,,,,1.0,,WHITE,MALE,48.0,1.0,Non-fatal,,Incident Report,2020,636237.0,,VICTIM,62C
H-02659-20,8,2 CANAL PL,CLOSED,103M,DISTURBANCE (MENTAL),2020-08-03 11:00:00,,,BLACK,MALE,29.0,1.0,,WHITE,MALE,45.0,2.0,Non-fatal,,Incident Report,2020,636482.0,ARRESTED,REPORTING PERSON,29
H-02659-20,8,2 CANAL PL,CLOSED,103M,DISTURBANCE (MENTAL),2020-08-03 11:00:00,,,BLACK,MALE,29.0,1.0,,WHITE,MALE,45.0,2.0,Non-fatal,,Incident Report,2020,636482.0,ARRESTED,REPORTING PERSON,103M
H-02659-20,8,2 CANAL PL,CLOSED,103M,DISTURBANCE (MENTAL),2020-08-03 11:00:00,54 153,CRIMINAL TRESPASS,BLACK,MALE,29.0,1.0,,,,,1.0,Non-fatal,,Incident Report,2020,636482.0,ARRESTED,VICTIM,29
H-02659-20,8,2 CANAL PL,CLOSED,103M,DISTURBANCE (MENTAL),2020-08-03 11:00:00,54 153,CRIMINAL TRESPASS,BLACK,MALE,29.0,1.0,,,,,1.0,Non-fatal,,Incident Report,2020,636482.0,ARRESTED,VICTIM,103M
H-03006-20,8,200 CARONDELET ST,OPEN,65,SIMPLE ROBBERY,2020-07-29 02:30:00,14 65,SIMPLE ROBBERY,BLACK,MALE,,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,644813.0,,VICTIM,65
H-03006-20,8,200 CARONDELET ST,OPEN,65,SIMPLE ROBBERY,2020-07-29 02:30:00,14 65,SIMPLE ROBBERY,BLACK,MALE,,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,644813.0,,VICTIM,65
H-03006-20,8,200 CARONDELET ST,OPEN,65,SIMPLE ROBBERY,2020-07-29 02:30:00,14 65,SIMPLE ROBBERY,BLACK,MALE,,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,644813.0,,VICTIM,37
H-03006-20,8,200 CARONDELET ST,OPEN,65,SIMPLE ROBBERY,2020-07-29 02:30:00,14 65,SIMPLE ROBBERY,BLACK,MALE,,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,644813.0,,VICTIM,65
H-03162-20,4,1352  MICHAEL ST,OPEN,67A,AUTO THEFT,2020-08-03 15:30:00,14 67.26,THEFT OF A MOTOR VEHICLE,,,,1.0,,BLACK,MALE,48.0,1.0,Non-fatal,,Incident Report,2020,636372.0,,VICTIM,67 A
H-03192-20,1,1200 N WHITE ST,CLOSED,67A,AUTO THEFT,2020-08-02 04:00:00,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,BLACK,MALE,19.0,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,656295.0,ARRESTED,VICTIM,67A
H-03192-20,1,1200 N WHITE ST,CLOSED,67A,AUTO THEFT,2020-08-02 04:00:00,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,BLACK,MALE,19.0,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,656295.0,ARRESTED,VICTIM,67A
H-03192-20,1,1200 N WHITE ST,CLOSED,67A,AUTO THEFT,2020-08-02 04:00:00,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,BLACK,MALE,19.0,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,656295.0,ARRESTED,VICTIM,67A
H-03939-20,8,335 MAGAZINE ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2020-08-04 16:00:00,,,,,,,,BLACK,MALE,31.0,1.0,Non-fatal,,Supplemental Report,2020,,,VICTIM,62C
H-04607-20,6,CARONDELET ST & 7TH ST,OPEN,107,SUSPICIOUS PERSON,2020-08-04 21:00:00,,,,,,,,BLACK,MALE,24.0,1.0,Non-fatal,,Incident Report,2020,,,INTERVIEW,107
H-04746-20,5,3300 PLEASURE ST,OPEN,94,ILLEGAL USE OF WEAPONS,2020-08-04 23:09:00,14 94,ILLEGAL USE OF WEAPONS,UNKNOWN,,,1.0,,,,,1.0,Non-fatal,,Incident Report,2020,636592.0,,VICTIM,94
H-04767-20,6,SAINT THOMAS ST & JOSEPHINE ST,OPEN,94,ILLEGAL USE OF WEAPONS,2020-08-04 23:20:00,,,,,,1.0,,WHITE,MALE,22.0,1.0,Non-fatal,,Incident Report,2020,636595.0,,REPORTING PERSON,94
H-04767-20,6,SAINT THOMAS ST & JOSEPHINE ST,OPEN,94,ILLEGAL USE OF WEAPONS,2020-08-04 23:20:00,14 94,ILLEGAL USE OF WEAPONS,,,,1.0,,,,,1.0,Non-fatal,,Incident Report,2020,636595.0,,VICTIM,94
H-04933-20,7,6000 CHEF MENTEUR HW #231,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2020-08-05 03:00:00,14 34,AGG. BATTERY,,,,1.0,,BLACK,MALE,24.0,1.0,Non-fatal,,Incident Report,2020,636616.0,,VICTIM,34S
H-04933-20,7,6000 CHEF MENTEUR HW #231,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2020-08-05 03:00:00,,,,,,1.0,,BLACK,MALE,24.0,2.0,Non-fatal,,Incident Report,2020,636616.0,,INTERVIEW,34S
H-05032-20,1,1100 N DUPRE ST,CLOSED,62C,SIMPLE BURGLARY (VEHICLE),2020-08-05 03:45:00,14 62,SIMPLE BURGLARY,BLACK,MALE,17.0,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,665068.0,ARRESTED,VICTIM,62C
H-05394-20,8,100 POYDRAS ST,UNFOUNDED,65,SIMPLE ROBBERY,2020-08-05 13:23:00,,,,,,,,BLACK,MALE,,1.0,Non-fatal,,Supplemental Report,2020,,,REPORTING PERSON,65P
H-05394-20,8,100 POYDRAS ST,UNFOUNDED,65,SIMPLE ROBBERY,2020-08-05 13:23:00,,,,,,,,BLACK,MALE,,1.0,Non-fatal,,Supplemental Report,2020,,,REPORTING PERSON,65P
H-05559-20,3,1901 N BROAD ST,OPEN,35,SIMPLE BATTERY,2020-08-05 13:15:00,14 35,SIMPLE BATTERY,BLACK,MALE,,1.0,,BLACK,MALE,53.0,1.0,Non-fatal,,Incident Report,2020,636748.0,,VICTIM,103F
H-05603-20,2,BELFAST ST & MONROE ST,OPEN,35D,SIMPLE BATTERY (DOMESTIC),2020-08-05 17:00:00,,,,,,,,BLACK,FEMALE,41.0,1.0,Non-fatal,,Incident Report,2020,,,REPORTING PERSON,103D
H-05603-20,2,BELFAST ST & MONROE ST,OPEN,35D,SIMPLE BATTERY (DOMESTIC),2020-08-05 17:00:00,,,,,,,,BLACK,MALE,,1.0,Non-fatal,,Incident Report,2020,,,INTERVIEW,103D
H-05710-20,7,7800 BUFFALO RD,CLOSED,30S,HOMICIDE (SHOOTING),2020-08-05 19:24:00,14 30.1,SECOND DEGREE MURDER,BLACK,MALE,48.0,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,637729.0,ARRESTED,VICTIM,30S
H-06027-20,1,1400 MOSS ST,CLOSED,62C,SIMPLE BURGLARY (VEHICLE),2020-08-06 01:48:00,14 62,SIMPLE BURGLARY,BLACK,MALE,17.0,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,665060.0,ARRESTED,VICTIM,62C
H-06027-20,1,1400 MOSS ST,CLOSED,62C,SIMPLE BURGLARY (VEHICLE),2020-08-06 01:48:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,17.0,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,665060.0,ARRESTED,VICTIM,62C
H-06027-20,1,1400 MOSS ST,CLOSED,62C,SIMPLE BURGLARY (VEHICLE),2020-08-06 01:48:00,14 62,SIMPLE BURGLARY,BLACK,MALE,17.0,1.0,,,,,2.0,Non-fatal,,Supplemental Report,2020,665060.0,ARRESTED,VICTIM,62C
H-06027-20,1,1400 MOSS ST,CLOSED,62C,SIMPLE BURGLARY (VEHICLE),2020-08-06 01:48:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,17.0,1.0,,,,,2.0,Non-fatal,,Supplemental Report,2020,665060.0,ARRESTED,VICTIM,62C
H-06081-20,8,1000 SAINT CHARLES AV,OPEN,56,SIMPLE CRIMINAL DAMAGE,2020-08-06 04:05:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,,,,1.0,,WHITE,FEMALE,30.0,1.0,Non-fatal,,Incident Report,2020,636787.0,,VICTIM,56
H-06081-20,8,1000 SAINT CHARLES AV,OPEN,56,SIMPLE CRIMINAL DAMAGE,2020-08-06 04:05:00,,,,,,1.0,,BLACK,FEMALE,35.0,2.0,Non-fatal,,Incident Report,2020,636787.0,,REPORTING PERSON,56
H-06236-20,1,1600 GENTILLY BD,CLOSED,62C,SIMPLE BURGLARY (VEHICLE),2020-08-06 03:48:00,14 62,SIMPLE BURGLARY,BLACK,MALE,17.0,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,665067.0,ARRESTED,VICTIM,62C
H-06419-20,6,3600 TOLEDANO ST,CLOSED,37,AGGRAVATED ASSAULT,2020-08-06 10:05:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,BLACK,MALE,27.0,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,665319.0,ARRESTED,VICTIM,37
H-06704-20,6,2600 MARTIN LUTHER KING JR BD,OPEN,30C,HOMICIDE (CUTTING),2020-08-06 03:08:00,14 30.1,SECOND DEGREE MURDER,BLACK,MALE,,1.0,,BLACK,MALE,,1.0,Fatal,,Incident Report,2020,636948.0,,VICTIM,30C
H-06704-20,6,2600 MARTIN LUTHER KING JR BD,OPEN,30C,HOMICIDE (CUTTING),2020-08-06 03:08:00,14 30.1,SECOND DEGREE MURDER,BLACK,MALE,,1.0,,BLACK,MALE,,1.0,Fatal,,Incident Report,2020,636948.0,,VICTIM,30 C
H-06902-20,1,1300 N MIRO ST,CLOSED,67A,AUTO THEFT,2020-08-06 18:25:00,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,,,,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,640211.0,,VICTIM,67A
H-06976-20,3,ABUNDANCE ST & MANDEVILLE ST,OPEN,37,AGGRAVATED ASSAULT,2020-08-06 19:45:00,,,BLACK,MALE,,1.0,,BLACK,FEMALE,36.0,1.0,Non-fatal,,Supplemental Report,2020,637113.0,,VICTIM,37
H-06976-20,3,ABUNDANCE ST & MANDEVILLE ST,OPEN,37,AGGRAVATED ASSAULT,2020-08-06 19:45:00,,,BLACK,MALE,,2.0,,BLACK,FEMALE,36.0,1.0,Non-fatal,,Supplemental Report,2020,637114.0,,VICTIM,37
H-07544-20,1,KERLEREC ST & N ROMAN ST,OPEN,64G,ARMED ROBBERY (GUN),2020-08-07 08:05:00,,,BLACK,MALE,,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,642414.0,,VICTIM,64G
H-07544-20,1,KERLEREC ST & N ROMAN ST,OPEN,64G,ARMED ROBBERY (GUN),2020-08-07 08:05:00,,,BLACK,MALE,,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,642414.0,,VICTIM,64G
H-07777-20,5,ABUNDANCE ST & LOUISA ST,OPEN,21,MISCELLANEOUS INCIDENT,2020-08-07 08:48:00,,,,,,,,BLACK,MALE,46.0,1.0,Non-fatal,,Incident Report,2020,,,WITNESS,21
H-08068-20,3,9500 PALMETTO ST,OPEN,64G,ARMED ROBBERY (GUN),2020-08-07 17:20:00,14 64.3,USE OF FIREARM IN ROBBERY,BLACK,MALE,,1.0,,HISPANIC,FEMALE,57.0,1.0,Non-fatal,,Incident Report,2020,637137.0,,VICTIM,64-G
H-08068-20,3,9500 PALMETTO ST,OPEN,64G,ARMED ROBBERY (GUN),2020-08-07 17:20:00,14 64.3,USE OF FIREARM IN ROBBERY,BLACK,MALE,,1.0,,HISPANIC,FEMALE,57.0,1.0,Non-fatal,,Incident Report,2020,637137.0,,VICTIM,64-G
H-08068-20,3,9500 PALMETTO ST,OPEN,64G,ARMED ROBBERY (GUN),2020-08-07 17:20:00,14 64.3,USE OF FIREARM IN ROBBERY,BLACK,MALE,,1.0,,HISPANIC,FEMALE,57.0,1.0,Non-fatal,,Incident Report,2020,637137.0,,VICTIM,64 G
H-08100-20,4,1700 HENDEE,OPEN,94,ILLEGAL USE OF WEAPONS,2020-08-07 17:30:00,,,,,,,,BLACK,FEMALE,20.0,3.0,Non-fatal,,Supplemental Report,2020,,,WITNESS,94
H-08100-20,4,1700 HENDEE,OPEN,94,ILLEGAL USE OF WEAPONS,2020-08-07 17:30:00,,,,,,,,BLACK,FEMALE,20.0,3.0,Non-fatal,,Supplemental Report,2020,,,WITNESS,966
H-08100-20,4,1700 HENDEE,OPEN,94,ILLEGAL USE OF WEAPONS,2020-08-07 17:30:00,,,,,,,,BLACK,MALE,23.0,1.0,Non-fatal,,Supplemental Report,2020,,,WITNESS,94
H-08100-20,4,1700 HENDEE,OPEN,94,ILLEGAL USE OF WEAPONS,2020-08-07 17:30:00,,,,,,,,BLACK,MALE,23.0,1.0,Non-fatal,,Supplemental Report,2020,,,WITNESS,966
H-08100-20,4,1700 HENDEE,OPEN,94,ILLEGAL USE OF WEAPONS,2020-08-07 17:30:00,,,,,,,,BLACK,MALE,20.0,2.0,Non-fatal,,Supplemental Report,2020,,,WITNESS,94
H-08100-20,4,1700 HENDEE,OPEN,94,ILLEGAL USE OF WEAPONS,2020-08-07 17:30:00,,,,,,,,BLACK,MALE,20.0,2.0,Non-fatal,,Supplemental Report,2020,,,WITNESS,966
H-08302-20,2,7900 OLIVE ST,CLOSED,30S,HOMICIDE (SHOOTING),2020-08-07 09:08:00,14 30.1,SECOND DEGREE MURDER,BLACK,MALE,36.0,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2020,638109.0,ARRESTED,VICTIM,30-S
H-08437-20,7,BULLARD BD & E I-10,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2020-08-07 23:36:00,14 34,AGG. BATTERY,,,,1.0,,BLACK,MALE,26.0,1.0,Non-fatal,,Incident Report,2020,637180.0,,VICTIM,34 S
H-08437-20,7,BULLARD BD & E I-10,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2020-08-07 23:36:00,14 34,AGG. BATTERY,,,,1.0,,BLACK,MALE,26.0,1.0,Non-fatal,,Incident Report,2020,637180.0,,VICTIM,34-S
H-08465-20,5,SAINT CLAUDE AV & PIETY ST,OPEN,65P,PROPERTY SNATCHING,2020-08-07 23:45:00,14 65.1,PURSE SNATCHING,,,,1.0,,BLACK,FEMALE,51.0,1.0,Non-fatal,,Supplemental Report,2020,641687.0,,VICTIM,65
H-08614-20,6,2400 S PRIEUR ST,OPEN,42,AGGRAVATED RAPE,2020-08-08 03:56:00,,,,,,,,BLACK,FEMALE,39.0,1.0,Non-fatal,,Incident Report,2020,,,VICTIM,42
H-08614-20,6,2400 S PRIEUR ST,OPEN,42,AGGRAVATED RAPE,2020-08-08 03:56:00,,,,,,,,BLACK,FEMALE,39.0,1.0,Non-fatal,,Incident Report,2020,,,VICTIM,42
H-09408-20,7,READ BD & CURRAN RD,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2020-08-08 20:35:00,14 37,AGG. ASSAULT,BLACK,MALE,,1.0,,BLACK,FEMALE,65.0,3.0,Non-fatal,,Incident Report,2020,637272.0,,VICTIM,34 S
H-09408-20,7,READ BD & CURRAN RD,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2020-08-08 20:35:00,14 37,AGG. ASSAULT,BLACK,MALE,,1.0,,BLACK,FEMALE,4.0,2.0,Non-fatal,,Incident Report,2020,637272.0,,VICTIM,34 S
H-09408-20,7,READ BD & CURRAN RD,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2020-08-08 20:35:00,14 55,AGG. CRIMINAL DAMAGE,BLACK,MALE,,1.0,,BLACK,FEMALE,34.0,1.0,Non-fatal,,Incident Report,2020,637272.0,,VICTIM,34 S
H-09408-20,7,READ BD & CURRAN RD,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2020-08-08 20:35:00,14 34,AGG. BATTERY,BLACK,MALE,,1.0,,BLACK,FEMALE,34.0,1.0,Non-fatal,,Incident Report,2020,637272.0,,VICTIM,34 S
H-09487-20,2,S CARROLLTON AV & S CLAIBORNE AV,OPEN,37,AGGRAVATED ASSAULT,2020-08-08 22:30:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,BLACK,MALE,,1.0,,BLACK,MALE,38.0,1.0,Non-fatal,,Incident Report,2020,637279.0,,VICTIM,37
H-09487-20,2,S CARROLLTON AV & S CLAIBORNE AV,OPEN,37,AGGRAVATED ASSAULT,2020-08-08 22:30:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,BLACK,MALE,,2.0,,BLACK,MALE,38.0,1.0,Non-fatal,,Incident Report,2020,637280.0,,VICTIM,37
H-09619-20,7,6800 PARC BRITTANY BD,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2020-08-09 00:30:00,14 34.9,BATTERY OF A DATING PARTNER,BLACK,MALE,22.0,1.0,,BLACK,MALE,31.0,1.0,Non-fatal,,Incident Report,2020,637297.0,ARRESTED,VICTIM,103 F
H-09619-20,7,6800 PARC BRITTANY BD,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2020-08-09 00:30:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,22.0,1.0,,BLACK,MALE,31.0,1.0,Non-fatal,,Incident Report,2020,637297.0,ARRESTED,VICTIM,103 F
H-09758-20,8,200 CARONDELET ST #1409,CLOSED,34D,AGGRAVATED BATTERY (DOMESTIC),2020-08-09 04:04:00,,,,,,,,BLACK,MALE,27.0,1.0,Non-fatal,,Supplemental Report,2020,,,VICTIM,34C
H-09872-20,2,OAK ST & DANTE ST,OPEN,21,MISCELLANEOUS INCIDENT,2020-08-09 08:14:00,,,,,,,,WHITE,MALE,61.0,1.0,Non-fatal,,Incident Report,2020,,,INTERVIEW,100I
H-09979-20,8,8  CANAL ST,OPEN,67P,PICKPOCKET,2020-08-08 01:00:00,14 67,THEFT,BLACK,FEMALE,24.0,1.0,,HISPANIC,MALE,27.0,1.0,Non-fatal,,Supplemental Report,2020,639302.0,,VICTIM,67P
H-09979-20,8,8  CANAL ST,OPEN,67P,PICKPOCKET,2020-08-08 01:00:00,14 67.16,IDENTITY THEFT,BLACK,FEMALE,24.0,1.0,,HISPANIC,MALE,27.0,1.0,Non-fatal,,Supplemental Report,2020,639302.0,,VICTIM,67P
H-10060-20,2,OLIVE ST & GENERAL OGDEN ST,OPEN,65,SIMPLE ROBBERY,2020-08-08 23:00:00,14 34,AGG. BATTERY,,,,1.0,,BLACK,MALE,21.0,1.0,Non-fatal,,Incident Report,2020,637351.0,,VICTIM,65
H-10060-20,2,OLIVE ST & GENERAL OGDEN ST,OPEN,65,SIMPLE ROBBERY,2020-08-08 23:00:00,14 34,AGG. BATTERY,,,,1.0,,BLACK,MALE,21.0,1.0,Non-fatal,,Incident Report,2020,637351.0,,VICTIM,65
H-10060-20,2,OLIVE ST & GENERAL OGDEN ST,OPEN,65,SIMPLE ROBBERY,2020-08-08 23:00:00,14 65,SIMPLE ROBBERY,,,,1.0,,BLACK,MALE,21.0,1.0,Non-fatal,,Incident Report,2020,637351.0,,VICTIM,65
H-10060-20,2,OLIVE ST & GENERAL OGDEN ST,OPEN,65,SIMPLE ROBBERY,2020-08-08 23:00:00,14 65,SIMPLE ROBBERY,,,,1.0,,BLACK,MALE,21.0,1.0,Non-fatal,,Incident Report,2020,637351.0,,VICTIM,65
H-10060-20,2,OLIVE ST & GENERAL OGDEN ST,OPEN,65,SIMPLE ROBBERY,2020-08-08 23:00:00,14 65,SIMPLE ROBBERY,,,,2.0,,BLACK,MALE,21.0,1.0,Non-fatal,,Incident Report,2020,637352.0,,VICTIM,65
H-10060-20,2,OLIVE ST & GENERAL OGDEN ST,OPEN,65,SIMPLE ROBBERY,2020-08-08 23:00:00,14 65,SIMPLE ROBBERY,,,,2.0,,BLACK,MALE,21.0,1.0,Non-fatal,,Incident Report,2020,637352.0,,VICTIM,65
H-10185-20,5,1900 ALMONASTER AV,OPEN,94,ILLEGAL USE OF WEAPONS,2020-08-09 14:40:00,,,BLACK,MALE,26.0,1.0,,BLACK,FEMALE,31.0,1.0,Non-fatal,,Supplemental Report,2020,639351.0,,REPORTING PERSON,94
H-10185-20,5,1900 ALMONASTER AV,OPEN,94,ILLEGAL USE OF WEAPONS,2020-08-09 14:40:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,26.0,1.0,,BLACK,FEMALE,41.0,2.0,Non-fatal,,Supplemental Report,2020,639351.0,,VICTIM,94
H-11361-20,3,ELYSIAN FIELDS AV & FILMORE AV,CLOSED,34C,AGGRAVATED BATTERY (CUTTING),2020-08-10 14:42:00,,,,,,,,BLACK,MALE,19.0,1.0,Non-fatal,,Supplemental Report,2020,,,VICTIM,34C
H-11361-20,3,ELYSIAN FIELDS AV & FILMORE AV,CLOSED,34C,AGGRAVATED BATTERY (CUTTING),2020-08-10 14:42:00,,,,,,,,BLACK,MALE,19.0,1.0,Non-fatal,,Supplemental Report,2020,,,VICTIM,34C
H-12066-20,4,1937 NEWTON ST,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2020-08-11 03:30:00,14 62,SIMPLE BURGLARY,,,,1.0,,,,,1.0,Non-fatal,,Incident Report,2020,637651.0,,VICTIM,62B
H-12066-20,4,1937 NEWTON ST,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2020-08-11 03:30:00,,,,,,1.0,,BLACK,MALE,28.0,1.0,Non-fatal,,Incident Report,2020,637651.0,,INTERVIEW,62B
H-12093-20,8,1100 TULANE AV,OPEN,62,SIMPLE BURGLARY,2020-08-10 16:30:00,14 62,SIMPLE BURGLARY,,,,1.0,,,,,1.0,Non-fatal,,Incident Report,2020,637759.0,,VICTIM,62
H-12093-20,8,1100 TULANE AV,OPEN,62,SIMPLE BURGLARY,2020-08-10 16:30:00,,,,,,1.0,,WHITE,MALE,40.0,1.0,Non-fatal,,Incident Report,2020,637759.0,,REPORTING PERSON,62
H-12134-20,4,1312 ODEON AV,OPEN,103,DISTURBANCE,2020-08-11 07:50:00,,,,,,,,BLACK,MALE,28.0,5.0,Non-fatal,,Incident Report,2020,,,INTERVIEW,103
H-12134-20,4,1312 ODEON AV,OPEN,103,DISTURBANCE,2020-08-11 07:50:00,,,,,,,,BLACK,FEMALE,55.0,6.0,Non-fatal,,Incident Report,2020,,,INTERVIEW,103
H-12134-20,4,1312 ODEON AV,OPEN,103,DISTURBANCE,2020-08-11 07:50:00,,,,,,,,BLACK,MALE,53.0,1.0,Non-fatal,,Incident Report,2020,,,REPORTING PERSON,103
H-12134-20,4,1312 ODEON AV,OPEN,103,DISTURBANCE,2020-08-11 07:50:00,,,,,,,,WHITE,FEMALE,58.0,2.0,Non-fatal,,Incident Report,2020,,,INTERVIEW,103
H-12134-20,4,1312 ODEON AV,OPEN,103,DISTURBANCE,2020-08-11 07:50:00,,,,,,,,BLACK,FEMALE,51.0,3.0,Non-fatal,,Incident Report,2020,,,INTERVIEW,103
H-12134-20,4,1312 ODEON AV,OPEN,103,DISTURBANCE,2020-08-11 07:50:00,,,,,,,,BLACK,MALE,54.0,4.0,Non-fatal,,Incident Report,2020,,,INTERVIEW,103
H-12476-20,6,2716  LOYOLA AV #23,CLOSED,35,SIMPLE BATTERY,2020-08-11 13:40:00,54 403,DISTURBING THE PEACE,BLACK,FEMALE,22.0,1.0,,BLACK,FEMALE,30.0,1.0,Non-fatal,,Supplemental Report,2020,638046.0,ARRESTED,VICTIM,103
H-12585-20,8,407 BARONNE ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,2020-08-11 15:15:00,,,WHITE,MALE,,1.0,,UNKNOWN,MALE,49.0,1.0,Non-fatal,,Incident Report,2020,637768.0,,REPORTING PERSON,56
H-12585-20,8,407 BARONNE ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,2020-08-11 15:15:00,,,WHITE,MALE,,1.0,,,,,1.0,Non-fatal,,Incident Report,2020,637768.0,,VICTIM,56
H-12681-20,1,BIENVILLE AV & N BROAD ST,OPEN,24,MEDICAL,2020-08-11 16:00:00,,,,,,,,BLACK,MALE,23.0,1.0,Non-fatal,,Incident Report,2020,,,VICTIM,24
H-12681-20,1,BIENVILLE AV & N BROAD ST,OPEN,24,MEDICAL,2020-08-11 16:00:00,,,,,,,,BLACK,MALE,23.0,1.0,Non-fatal,,Incident Report,2020,,,VICTIM,24
