item_number,Signal Code,rtcc_footage_requested
k-20514-20,20,yes
k-12276-20,62C,yes
k-20647-20,100,yes
k-17529-20,64J,yes
k-19400-20,62C,yes
k-19404-20,62C,yes
k-20763-20,107,yes
k-20707-20,27/67A,yes
k-20784-20,55,yes
k-19848-20,21,yes
k-08270-20,67A,yes
k-15547-20,64G,yes
k-05586-20,65,yes
k-16025-20,65,yes
k-20957-20,100,yes
k-20874-20,67-A,yes
k-20930-20,64-G,yes
k-21067-20,107,yes
k-21471-20,100,yes
k-21494-20,107,yes
k-19649-20,67A,yes
k-14240-20,30S,yes
k-21684-20,21,yes
k-18950-20,62C,yes
k-14416-20,30S,yes
k-14043-20,64G,yes
k-21904-20,55,yes
k-10233-20,62C,yes
k-20918-20,67A,yes
k-21957-20,94,yes
k-12785-20,65J,yes
k-18224-20,103,yes
k-14668-20,64J,yes
k-08270-20,67 A,yes
k-22602-20,21,yes
k-22612-20,35,yes
k-22859-20,18,yes
k-23318-20,20-I,yes
k-23306-20,34S,yes
k-23589-20,18,yes
k-23035-20,67A,yes
k-16323-20,67,yes
k-23705-20,18,yes
k-23703-20,21G,yes
k-23600-20,34-S,yes
k-23709-20,21,yes
k-23801-20,103,yes
k-23824-20,94,yes
k-23928-20,18,yes
k-23936-20,18,yes
k-23736-20,21,yes
k-23970-20,95-G,yes
k-24192-20,20,yes
k-24298-20,20I,yes
k-24291-20,20,yes
k-24788-20,64J,yes
k-24766-20,94,yes
k-24737-20,66,yes
k-24834-20,18,yes
k-24854-20,21G,yes
k-24733-20,65,yes
k-24809-20,100,yes
k-24991-20,21,yes
k-25009-20,20,yes
k-25018-20,103,yes
k-25059-20,21,yes
k-25149-20,18,yes
k-25259-20,65,yes
k-25332-20,21,yes
k-25410-20,103,yes
k-25763-20,20,yes
k-24029-20,30S,yes
k-25872-20,20I,yes
k-26057-20,20I,yes
k-26121-20,94,yes
k-26017- 20,64J,yes
k-26089-20,34-S,yes
k-26337-20,35,yes
k-26337-20,35,yes
k-26455-20,27-64-J,yes
k-26715-20,20,yes
k-26362-20,20,yes
k-23970-20,966,yes
k-26615-20,1028NP,yes
k-26613-2,64G,yes
k-26691-20,18,yes
k-26820-20,100I,yes
k-27132-20,30S,yes
k-22480-20,55,yes
k-26455-20,27-64J,yes
k-27515-20,100-I,yes
k-27667-20,20I,yes
k-27836-20,64G,yes
k-27868-20,64J,yes
k-26655-20,37,yes
k-28156-20,20I,yes
k-27836-20,64G,yes
k-28513-20,20,yes
k-28554-20,107,yes
k-28562-20,34S,yes
k-28644-20,103F,yes
k-28685-20,21G,yes
k-28688-20,103F,yes
k-28727-20,94,yes
k-27836-20,64G,yes
k-28807-20,107,yes
k-29061-20,103-F,yes
k-28902-20,94,yes
k-29165-20,64-G,yes
k-29029-20,24,yes
k-29007-20,30S,yes
k-29083-20,107,yes
k-01856-20,100,yes
k-29594-20,103,yes
k-19706-20,67A,yes
k-29777-20,67A,yes
k-29819-20,20,yes
k-29165-20,64G,yes
k-14668-20,64G,yes
k-24181-20,62B,yes
k-14240-20,30S,yes
k-30149-20,18,yes
k-30175-20,18,yes
k-30041-20,100 I,yes
k-30278-20,35,yes
k-30592-20,18,yes
k-30694-20,64,yes
k-30940-20,18,yes
k-30684-20,64G,yes
k-31098-20,20-I,yes
k-31067-20,20,yes
k-19255-20,65J,yes
k-29165-20,64G,yes
k-14240-20,30S,yes
k-31236-20,67A,yes
k-31323-20,18,yes
k-31440-20,18,yes
k-30408-20,107,yes
k-31470-20,107,yes
k-31464-20,20 I,yes
k-31542-20,18,yes
k-31325-20,18,yes
k-31263-20,20,yes
k-31196-20,64 K,yes
k-31666-20,103,yes
k-31196-20,64-K,yes
k-31725-20,18,yes
k-31737-20,18,yes
k-31196-20,64-K,yes
k-31783-20,62C,yes
k-31936-20,35D,yes
k-31854-20,20I,yes
k-31973-20,107,yes
k-28958-20,20,yes
k-32051-20,20I,yes
k-29165-20,64G,yes
k-32497-20,45,yes
k-31196-20,64K,yes
k-32806-20,20I,yes
k-10278-20,67A,yes
k-11076-20,65P,yes
k-31629-20,65P,yes
k-31629-20,65P,yes
k-33169-20,20I,yes
k-33943-20,10-F,yes
k-33705-20,20,yes
k-33821-20,20I,yes
k-33750-20,37,yes
k-33986-20,65,yes
k-34087-20,24,yes
k-34098-20,18,yes
k-34181-20,20I,yes
k-34970-20,103,yes
k-34996-20,18,yes
k-34697-20,20,yes
k-35045-20,35D,yes
k-35080-20,18,yes
k-35103-20,34S,yes
k-35150-20,18,yes
k-35143-20,100,yes
k-35219-20,18,yes
k-35235-20,18,yes
k-34957-20,103,yes
k-35393-20,37,yes
k-35717-20,18,yes
k-35694-20,20,yes
k-35852-20,24,yes
k-35893-20,21,yes
k-35898-20,21G,yes
k-36211-20,18,yes
k-36218-20,20,yes
k-36230-20,21,yes
k-36323-20,21G,yes
k-36345-20,103,yes
k-36398-20,21G,yes
k-36442-20,21G,yes
k-36470-20,21,yes
k-36496-20,18,yes
k-36309-20,64-J,yes
k-36124-20,64-G,yes
k-36685-20,20I,yes
k-36836-20,21,yes
k-36919-20,35,yes
k-36967-20,20I,yes
k-37067-20,20,yes
k-37314-20,18,yes
k-37341-20,18,yes
k-34087-20,34,yes
k-37382-20,103,yes
k-02333-20,67-A,yes
k-37403-20,18,yes
k-37477-20,94,yes
k-37545-20,107,yes
k-37734-20,37,yes
k-37912-20,100,yes
k-37978-20,64j,yes
k-37549-20,34S,yes
k-38321-20,100C,yes
k-37978-20,64J,yes
k-38488-20,64-J,yes
k-37137-20,67A,yes
l-00537-20,20,yes
l-00710-20,20,yes
k-26455-20,64G,yes
l-01035-20,64-G,yes
k-15426-20,30-S,yes
l-01388-20,64-G,yes
l-01616-20,22D,yes
k-21193-20,62B,yes
g-37395-20,966,yes
h-11261-20,966,yes
l-01958-20,20,yes
k-13214-20,64G,yes
l-01999-20,24,yes
l-02295-20,34S,yes
l-02356-20,20,yes
l-02359-20,18,yes
l-02448-20,107,yes
l-02461-20,18,yes
l-02463-20,18,yes
l-02423-20,55,yes
l-02518-20,65P,yes
l-02593-20,18,yes
l-02643-20,18,yes
l-02674-20,18,yes
l-02847-20,64G,yes
l-02830-20,34S,yes
l-03282-20,20,yes
l-03306-20,34S,yes
l-02120-20,67A,yes
l-02605-20,64G,yes
k-08317-20,55,yes
l-03395-20,64G,yes
l-03574-20,107,yes
l-03577-20,20,yes
l-03448-20,103,yes
l-03586-20,35,yes
l-03637-20,30S,yes
l-03673-20,20I,yes
l-03687-20,18,yes
l-03668-20,100,yes
l-03813-20,21,yes
l-03840-20,18,yes
l-03777-20,37,yes
l-03953-20,18,yes
l-04021-20,18,yes
l-04115-20,20,yes
l-04198-20,34S,yes
l-04105-20,18A,yes
l-04210-20,20,yes
l-04296-20,20,yes
l-04244-20,37,yes
l-04272-20,55,yes
k-37140-20,64G,yes
l-04151--20,67,yes
l-04546-20,20I,yes
l-04603-20,34S,yes
l-04656-20,20I,yes
l-04762-20,20,yes
l-04739-20,100,yes
l-05016-20,21,yes
l-04669-20,64J,yes
l-05025-20,18,yes
l-04932-20,65,yes
l-05198-20,20,yes
l-05197-20,52F,yes
l-05203-20,37,yes
l-05672-20,94,yes
l-05556-20,37,yes
l-05563-20,107,yes
l-05806-20,94,yes
"l-05870-20, 64-j",64-J,yes
l-05211-20,27-64-G,yes
l-05806-20,34-S,yes
l-06126-20,94,yes
l-06064-20,64-G,yes
l-06186-20,20I,yes
l-06161-20,62-C,yes
l-06128-20,67-P,yes
l-06138-20,34-S,yes
l-06725-20,64J,yes
l-06866-20,56,yes
l-07120-20,20,yes
k-15426-20,30S,yes
l-07283-20,100I,yes
l-07357-20,100,yes
l-07294-20,64-J,yes
l-05980-20,64-J,yes
l-07628-20,34S,yes
l-06521-20,100,yes
l-07967-20,21,yes
l-08012-20,20,yes
l-08388-20,18,yes
l-08407-20,21G,yes
l-05477-20,67 A,yes
l-08358-20,18,yes
l-08427-20,35D,yes
l-08561-20,20,yes
l-08669-20,18,yes
l-08608-20,112,yes
l-08629-20,64 G,yes
l-08350-20,103,yes
l-08992-20,24,yes
l-09118-20,18,yes
l-01823-20,62C,yes
l-07716-20,67B,yes
l-09282-20,35,yes
k-34170-20,64G,yes
l-09222-20,966,yes
l-09454-20,20,yes
l-09423-20,100,yes
l-09439-20,21,yes
l-09474-20,52F,yes
g-23400-20,21,yes
l-01388-2,64G,yes
l-02553-20,64G,yes
l-03391-20,64G,yes
l-03395-20,64G,yes
l-04669-20,64 J,yes
l-09589-20,34-S,yes
l-04793-20,64 G,yes
l-05311-20,64 J,yes
l-05980-20,64 J,yes
l-08392-20,64-G,yes
l-07771-20,64 G,yes
l-08629-20,64-G,yes
l-09949-20,20 I,yes
l-09686-20,21,yes
l-09733-20,20,yes
l-10134-20,21-P,yes
l-09821-20,21,yes
l-10253-20,20,yes
l-10268-20,100,yes
l-09913-20,100,yes
k-15263-20,34S,yes
l-09930-20,30S,yes
l-09126-20,64G,yes
l-10330-20,20,yes
l-03637-20,30S,yes
l-09598-20,21,yes
l-06725-20,64G,yes
l-10644-20,966,yes
g-37395-20,96,yes
l-09589-20,34S,yes
l-03391-20,64G,yes
k-20484-20,103,yes
l-04487-20,103,yes
l-10812-20,20,yes
l-11023-20,34S,yes
l-11056-20,103,yes
k-31234-20,64J,yes
l-09380-20,67,yes
l-11732-20,20I,yes
l-11709-20,100,yes
l-11669-20,62R,yes
l-12267-20,20,yes
l-12605-20,34-S,yes
l-12601-20,64-G,yes
l-12433-20,64J,yes
l-12484-20,30S,yes
l-12676-20,67-A,yes
l-12484-20,67A,yes
l-12456-20,67A,yes
l-09930-20,30S,yes
l-13179-20,20-I,yes
l-13009-20,64G,yes
l-13275-20,20I,yes
l-13385-20,20,yes
l-13398-20,34S,yes
l-13398-20,34S,yes
l-13398-20,34S,yes
l-13529-20,20,yes
l-13379-20,37,yes
l-13398-20,34S,yes
l-13591-20,21G,yes
l-12357-20,20,yes
l-13574-20,34S,yes
l-13398-20,34S,yes
l-13679-20,21G,yes
l-13574-20,34 S,yes
l-12357-20,20,yes
l-12605-20,34S,yes
l-13780-20,18,yes
l-13784-20,107,yes
l-12365-20,55,yes
l-13720-20,20 I,yes
l-13836-20,21G,yes
l-13844-20,18,yes
l-13842-20,103 F,yes
l-12365-20,55,yes
l-13999-20,18,yes
l-13951-20,100,yes
l-14041-20,67B,yes
l-14051-20,106,yes
l-12484-20,30 S,yes
l-13726-20,18,yes
l-14119-20,18,yes
l-14129-20,103 F,yes
l-14224-20,35,yes
l-14189-20,34 S,yes
l-11971-20,20,yes
l-14415-20,20,yes
l-14458-20,29ST,yes
l-14525-20,20-I,yes
l-13398-20,34S,yes
l-08629-20,64G,yes
l-07771-20,64G,yes
k-31060-20,62C,yes
l-14726-20,103F,yes
l-14791-20,62R,yes
l-15009-20,21,yes
l-15067-20,21G,yes
l-15072-20,99,yes
l-15140-20,18,yes
l-14990-20,64 G,yes
l-15182-20,21,yes
l-07705-20,58 R,yes
l-15198-20,18,yes
l-14189-20,34 S,yes
l-15236-20,18,yes
l-11023-20,34S,yes
l-15300-20,18,yes
l-15356-20,18,yes
l-15378-20,18,yes
l-15383-20,18,yes
l-15443-20,21,yes
l-15594-20,21,yes
l-15899-20,18,yes
l-15242-20,37,yes
l-15952-20,34C,yes
l-16123-20,34,yes
l-16183-20,103,yes
l-16233-20,18,yes
l-16093-20,18,yes
l-16148-20,21 G,yes
l-12601-20,64 G,yes
l-15905-20,18A,yes
l-16402-20,18,yes
l-16137-20,67 S,yes
l-16435-20,18,yes
l-16440-20,37,yes
k-31622-20,65P,yes
l-16629-20,18,yes
l-16510-20,18,yes
l-16160-20,21 G,yes
l-16760-20,20,yes
l-16790-20,94,yes
l-15916-20,64J,yes
l-17055-20,100,yes
l-17298-20,20I,yes
l-17333-20,20I,yes
l-17380-20,100,yes
l-17417-20,20,yes
l-17558-20,18,yes
l-17612-20,18,yes
l-17451-20,34S,yes
l-17453-20,27/64G,yes
l-17650-20,21,yes
l-17759-20,103,yes
l-17175-20,64G,yes
l-18161-20,20I,yes
l-18170-20,20I,yes
l-12017-20,67A,yes
l-18413-20,20,yes
l-18329-20,30S,yes
k-26715-20,20,yes
l-06289-20,64K,yes
k-33144-20,64G,yes
l-18559-20,30s,yes
l-18624-20,100,yes
l-18710-20,20,yes
l-18710-20,20,yes
l-18714-20,20,yes
l-18812-20,20I,yes
l-18870-20,18,yes
l-18950-20,34S,yes
l-18846-20,64G,yes
l-18846-20,64 G,yes
l-18955-20,64G,yes
l-18951-20,18,yes
l-18962-20,21,yes
l-18904-20,64 J,yes
l-19093-20,18,yes
l-02376-20,42,yes
l-02376-20,42,yes
l-18329-20,30S,yes
l-18247-20,67A,yes
l-18962-20,21,yes
l-18962-20,64G,yes
g-37395-20,966,yes
l-05806-20,34S,yes
l-19927-20,20,yes
l-19929-20,20,yes
l-19910-20,107,yes
l-13350-20,64 J,yes
l-20122-20,67A,yes
l-20173-20,34 S,yes
k-34185-20,30 S,yes
l-20263-20,18,yes
l-20294-20,18,yes
l-20324-20,18,yes
l-20302-20,21,yes
l-20340-20,18,yes
l-20358-20,18,yes
l-20296-20,30,yes
l-20454-20,18,yes
l-20296-20,30C,yes
g-37395-20,966,yes
l-21066-20,20I,yes
l-21149-20,107,yes
l-21143-20,64J,yes
l-21233-20,100,yes
l-18559-20,30S,yes
l-21240-20,100,yes
l-21202-20,37,yes
l-21403-20,18,yes
l-21404-20,18,yes
l-21415-20,18,yes
l-21189-20,21,yes
l-18559-20,30 S,yes
l-21345-20,18,yes
l-21505-20,103,yes
l-21437-20,18,yes
l-21509-20,103,yes
l-21358-20,65,yes
l-21545-20,18,yes
l-21591-20,18,yes
l-21603-20,18,yes
l-21608-20,18,yes
l-21623-20,18,yes
l-21725-20,18,yes
l-21737-20,18,yes
l-21735-20,18,yes
l-21746-20,18,yes
l-21810-20,67A,yes
l-21867-20,20I,yes
l-21888-20,20,yes
l-22033-20,20,yes
l-22086-20,20,yes
l-22213-20,20,yes
l-22400-20,20I,yes
l-22576-20,20,yes
l-02376-20,42,yes
l-15113-20,64G,yes
l-22826-20,30S,yes
l-22955-20,20,yes
l-09887-20,64J,yes
l-22876-20,34S,yes
l-22955-20,20 / 10-28,yes
l-23191-20,107,yes
l-23465-20,20,yes
l-23518-20,20,yes
l-15647-20,62c,yes
l-23574-20,20,yes
l-23577-20,20,yes
l-23529-20,35,yes
l-23458-20,20,yes
l-23674-20,20,yes
l-08608-20,112,yes
l-24331-20,94,yes
l-22826-20,30S,yes
l-24104-20,20,yes
l-23967-20,30S,yes
l-24387-20,34S,yes
l-24632-20,20,yes
l-24615-20,64G,yes
l-24681-20,35D,yes
l-24721-20,62C,yes
l-24875-20,20,yes
l-25211-20,67P,yes
l-25414-20,65,yes
l-25220-20,107,yes
l-25169-20,100I,yes
l-25346-20,20I,yes
l-15914-20,67A,yes
l-23967-20,30S,yes
l-25899-20,20,yes
l-25937-20,20,yes
l-25922-20,20,yes
l-25906-20,64G,yes
l-26034-20,20,yes
l-26112-20,64G,yes
l-26365-20,18,yes
l-26346-20,18,yes
l-26416-20,18,yes
l-26429-20,107,yes
l-26480-20,21,yes
l-26396-20,18,yes
l-26522-20,107,yes
l-19389-20,21 M,yes
l-26415-20,20F,yes
l-23967-20,30 S,yes
l-26331-20,34 S,yes
l-26558-20,67,yes
l-26811-20,20,yes
l-27002-20,20-I,yes
l-15914-20,67A,yes
l-27104-20,30S,yes
l-18247-20,67A,yes
l-27407-20,64J,yes
l-21873-20,62,yes
l-27560-20,18,yes
l-21873-20,62,yes
l-27664-20,64G,yes
l-27707-20,94,yes
l-2770-20,20,yes
l-27658-20,20 I,yes
l-27729-20,30 S,yes
l-27813-20,103,yes
l-22984-20,64 G,yes
l-27104-20,30 S,yes
l-27926-20,18,yes
l-23872-20,37,yes
l-27944-20,18,yes
l-27927-20,65J,yes
l-27645-20,55,yes
l-27700-20,100F,yes
l-27596-20,100,yes
l-28428-20,103,yes
l-21873-20,62,yes
l-28460-20,34S,yes
l-26660-20,62R,yes
l-28629-20,27:64G,yes
l-28678-20,20I,yes
l-28870-20,100-I,yes
l-28975-20,20,yes
l-28996-20,20,yes
l-29274-20,64G,yes
l-29364-20,64J,yes
l-29522-20,35,yes
l-29767-20,20,yes
l-23967-20,30-S,yes
l-29923-20,20,yes
l-29955-20,100I,yes
l-30474-20,20,yes
l-30532-20,29ST,yes
l-30572-20,30S,yes
l-30572-20,30S,yes
l-30549-20,67A,yes
l-15611-20,62R,yes
l-30920-20,L-30920-20,yes
l-30920-20,34 S,yes
l-31103-20,34S,yes
l-31103-20,34S,yes
l-31317-20,18,yes
l-31334-20,20,yes
l-31336-20,94 F,yes
l-31263-20,37,yes
l-31395-20,18,yes
l-31597-20,21,yes
l-31716-20,20I,yes
l-31925-20,20,yes
l-08392-20,64 G,yes
l-32087-20,18,yes
l-32108-20,100 I,yes
l-32165-20,64J,yes
l-32175-20,24,yes
l-32173-20,103,yes
l-32214-20,34 S,yes
l-27927-20,64 J,yes
l-32138-20,20,yes
l-32339-20,107,yes
l-32588-20,18,yes
l-32790-20,35,yes
l-32875-20,37,yes
l-32714-20,65,yes
l-33008-20,99,yes
k-34185-20,30 S,yes
l-33208-20,18,yes
l-33225-20,103,yes
l-33229-20,103,yes
l-33258-20,21G,yes
l-33296-20,52F,yes
l-32848-20,34 S,yes
l-33312-12,18,yes
l-33221-20,64 J,yes
l-33335-20,18,yes
l-33293-20,100,yes
l-33427-20,18,yes
l-33360-20,21,yes
l-33198-20,94 F,yes
l-33468-20,64 J,yes
l-33500-20,64G,yes
l-33541-20,18,yes
l-32360-20,37,yes
l-30572-20,30S,yes
l-33864-20,100,yes
l-33827-20,94,yes
l-33933-20,20,yes
l-33946-20,20I,yes
l-34047-20,20,yes
l-30920-20,34S,yes
l-34137-20,67A,yes
l-28215-20,30S,yes
l-34327-20,37,yes
l-34272-20,34S,yes
l-23967-20,30-S,yes
l-34525-20,65,yes
l-34756-20,100,yes
l-29329-20,62C,yes
l-35160-20,20I,yes
l-35328-20,65,yes
l-27664-20,64G,yes
l-35721-20,103,yes
l-35705-20,20-F,yes
l-30122-20,30S,yes
l-35723-20,34-S,yes
l-34327-20,37,yes
l-35639-20,24,yes
l-27410-20,64-G,yes
l-27407-20,64-J,yes
l-36095-20,103,yes
l-24614-20,100,yes
l-25547-20,37,yes
l-36352-20,20-I,yes
l-36338-20,37,yes
l-36414-20,24,yes
l-36417-20,64,yes
l-36754-20,18,yes
l-36842-20,103,yes
l-36852-20,18,yes
l-36888-20,103,yes
l-36933-20,103F,yes
l-35794-20,34C,yes
l-36983-20,18,yes
l-36982-20,18,yes
l-36952-20,94,yes
l-37435-20,21,yes
l-22876-20,34S,yes
l-24251-20,34S,yes
l-37505-20,20,yes
l-37563-20,20-I,yes
l-36602-20,21,yes
l-37742-20,20I,yes
l-37912-20,94F,yes
l-37938-20,94F,yes
l-37802-20,21,yes
l-38010-20,100,yes
l-38122-20,18,yes
l-38147-20,94F,yes
l-38150-20,35,yes
l-38239-20,107,yes
l-38246-20,18,yes
a-00011-21,94F,yes
l-38182-20,94 F,yes
a-00077-21,94F,yes
l-38188-20,94 F,yes
l-38199-20,94 F,yes
l-00103-20,18,yes
a-00108-21,21,yes
a-00059-21,18,yes
a-00078-21,94 F,yes
a-00148-21,18,yes
a-00092-20,94 F,yes
l-00125-21,64K,yes
a-00275-21,94,yes
a-00302-21,18,yes
a-00299-21,103,yes
a-00747-21,21,yes
a-00756-21,21,yes
a-00751-21,21,yes
l-38111-20,64K,yes
a-00823-21,34S,yes
a-01231-21,103-F,yes
a-01281-21,35,yes
a-01491-21,64-J,yes
a-01191-21,68,yes
a-01378-21,35,yes
a-01544-21,20,yes
a-01635-21,103F,yes
a-01640-21,18A,yes
a-01872-21,107,yes
l-35124-20,62C,yes
a-02017-21,103M,yes
a-02037-21,20I,yes
a-02088-21,20I,yes
a-02171-21,20I,yes
a-01840-21,100,yes
a-02194-21,34S,yes
a-02227-21,65,yes
a-02384-21,103F,yes
a-02194-21,34-S,yes
a-02471-21,20-I,yes
a-02778-21,62C,yes
a-02766-21,62B,yes
a-03000-21,20,yes
a-03082-21,37,yes
a-01357-21,62C,yes
a-03193-21,20I,yes
a-03314-21,30-S,yes
a-03314-21,30-S,yes
a-03256-21,34S,yes
a-04096-21,18,yes
a-04059-21,64G,yes
a-04063-21,67A,yes
a-01872-21,107,yes
l-23967-20,30S,yes
a-04242-21,64J,yes
a-03578-21,34S,yes
a-03314-21,30S,yes
a-03735-21,65P,yes
a-04657-21,64G,yes
a-03570-21,64 J,yes
a-04707-21,62R,yes
a-04782-21,18,yes
a-04792-21,18,yes
a-04724-21,18,yes
a-04814-21,18,yes
a-04915-21,67A,yes
a-04675-21,34 S,yes
a-04946-21,18,yes
a-05003-21,18,yes
a-05074-21,18,yes
a-05155-21,18,yes
a-03377-21,64J,yes
a-05332-21,27-29S,yes
a-05421-21,18,yes
a-05425-21,18,yes
a-05509-21,18,yes
l-36414-20,24,yes
a-03685-21,34c,yes
l-18559-20,30S,yes
a-05765-21,20,yes
a-03314-21,30S,yes
20 a-05786-21,20,yes
a-05809-21,20I,yes
a-05906-21,20,yes
a-05948-21,94,yes
a-06012-21,94,yes
a-04399-21,10-28 P,yes
a-03578-21,34 S,yes
a-06121-21,18,yes
a-06150-21,64 J,yes
a-06110-21,18,yes
l-34327-20,37,yes
a-06392-21,64 J,yes
a-06476-21,67A,yes
a-06512-21,18,yes
a-06392-21,64 J,yes
a-05332-21,29S,yes
a-06806-21,62B,yes
a-06636-21,62C,yes
a-06915-21,20,yes
a-07169-21,20,yes
a-07154-21,29ST,yes
a-07189-21,20,yes
a-04399-21,10-28P,yes
a-07318-21,20,yes
a-06392-21,64-J,yes
a-07397-21,103F,yes
a-06175-21,64J,yes
a-07444-21,20,yes
a-07511-21,67A,yes
a-07330-21,67A,yes
a-07541-21,64G,yes
l-34397-20,65,yes
a-07679-21,67-A,yes
a-07607-21,20,yes
a-08000-21,20I,yes
a-08071-21,20,yes
a-08173-21,103M,yes
a-08229-21,20,yes
l-36541-20,67,yes
a-08068-21,65,yes
a-08374-21,20,yes
l-10244-20,67,yes
a-06947-21,64J,yes
a-08534-21,20,yes
a-08675-21,20I,yes
a-08776-21,103F,yes
l-17029-20,1028P,yes
a-05250-21,37,yes
a-09433-21,18,yes
a-09363-21,100,yes
a-09640-21,22W,yes
a-09487-21,100,yes
a-09678-21,67A,yes
a-09931-21,21,yes
a-09931-21,21,yes
a-10168-21,60,yes
a-10203-21,103,yes
a-10011-21,34 S,yes
a-10388-21,21,yes
a-10305-21,18,yes
a-10374-21,21,yes
a-10296-21,37,yes
a-10356-21,34 S,yes
a-10608-21,20,yes
a-10727-21,100-I,yes
a-10767-21,18,yes
a-10968-21,106,yes
a-11015-21,107,yes
a-11112-21,18,yes
a-11272-21,20I,yes
a-11346-21,18,yes
a-11368-21,103,yes
a-11463-21,67A,yes
a-11330-21,100,yes
a-10356-21,34 S,yes
a-11289-21,18,yes
a-11511-21,99,yes
l-22826-20,30 S,yes
a-11557-21,103F,yes
a-11626-20,103F,yes
a-11437-21,64 J,yes
a-01772-21,62 B,yes
a-12055-21,18,yes
a-11935-21,100,yes
a-12237-21,100,yes
a-12313-21,100-C,yes
a-12324-21,56,yes
a-12378-21,20-I,yes
a-12335-21,20I,yes
a-12378-21,20I,yes
a-11437-21,64 G,yes
a-12566-21,107,yes
a-12592-21,18,yes
a-12550-21,20,yes
a-12335-21,20I,yes
a-12332-21,20,yes
a-12699-21,18,yes
a-12471-21,20,yes
a-13036-21,20,yes
a-13053-21,20,yes
a-13047-21,64G,yes
a-13240-21,20,yes
a-13433-21,21,yes
a-10858-21,62C,yes
a-08068-21,65,yes
a-13554-21,107,yes
l-22826-20,30S,yes
a-12335-21,20-I,yes
a-14061-21,64-J,yes
a-13815-21,20,yes
a-14391-21,20,yes
a-14604-21,20,yes
h-11261-20,21,yes
a-13433-21,21,yes
a-14875-21,62,yes
a-14859-21,107,yes
a-114995-21,100,yes
l-18846-20,64,yes
a-14421-21,67A,yes
a-14153-21,67A,yes
a-15842-21,20X,yes
a-15865-21,20,yes
h-11261-20,21,yes
a-07625-21,62C,yes
a-16140-21,20,yes
a-16214-21,34S,yes
a-16214-21,34S,yes
a-16375-21,21,yes
a-10168-21,65J,yes
a-16591-21,62C,yes
a-16555-21,62C,yes
a-16694-21,18,yes
a-16699-21,18,yes
a-16559-21,20,yes
a-10229-21,30 S,yes
a-16701-21,67,yes
a-16868-21,18,yes
a-16860-21,18,yes
a-16673-21,20,yes
a-16940-21,18,yes
a-17395-21,20I,yes
a-16262-21,21,yes
a-13433-21,21,yes
a-03818-21,62R,yes
a-17676-21,20,yes
a-17817-21,103,yes
a-17826-21,20,yes
a-17882-21,20,yes
a-16252-21,67R,yes
a-17946-21,106,yes
a-17957-21,103,yes
l-35676-20,27/64G,yes
a-07594-21,64G,yes
a-06392-21,64J,yes
a-10866-21,37,yes
a-18230-21,18,yes
a-18247-21,18,yes
a-18266-21,18,yes
a-18310-21,18,yes
a-18320-21,18,yes
a-18445-21,64G,yes
a-05847-21,67,yes
a-18445-21,64G,yes
a-13300-21,67A,yes
a-18838-21,20,yes
a-19884-21,20,yes
a-19025-21,67A,yes
a-17680-21,20-I,yes
a-19267-21,64-J,yes
a-19260-21,62-C,yes
a-19417-21,21R,yes
a-19580-21,62C,yes
a-19696-21,62-B,yes
a-19899-21,100,yes
a-19986-21,20,yes
a-20100-21,99,yes
a-20138-21,20I,yes
a-20115-21,100,yes
a-16252-21,67R,yes
a-20718-21,20-I,yes
a-20718-21,20,yes
a-20809-21,65,yes
a-21033-21,62C,yes
a-21136-21,20I,yes
a-20968-21,34S,yes
a-13300-21,67A,yes
a-19696-21,62B,yes
a-21095-21,43,yes
a-21689-21,20,yes
a-21894-21,64-G,yes
a-22209-21,34C,yes
a-22125-21,20,yes
a-22485-21,20,yes
a-22523-21,20,yes
a-22575-21,100,yes
a-22602-21,34S,yes
a-22602-21,30S,yes
a-22602-21,30 S,yes
a-22866-21,67 A,yes
a-22882-21,103 F,yes
a-22369-21,64,yes
a-22712-21,67 A,yes
a-22942-21,103,yes
a-23059-21,103 F,yes
a-23414-21,18,yes
a-23516-21,20,yes
a-22602-21,30S,yes
l-34518-20,34S,yes
a-23537-21,20-I,yes
a-22203-21,67A,yes
a-23733-21,20,yes
a-23786-21,100,yes
a-22369-21,64G,yes
a-24001-21,18,yes
a-23943-21,21 G,yes
a-24028-21,107,yes
a-23945-21,62 C,yes
a-24047-21,18,yes
a-24094-21,18,yes
a-24115-21,18,yes
a-24023-21,18,yes
a-24177-21,18,yes
a-24228-21,18,yes
a-24228-21,18,yes
a-24292-21,20,yes
a-24288-21,18,yes
a-24284-21,67,yes
a-24370-21,18,yes
a-10350-21,34 S,yes
a-24632-21,30S,yes
a-24742-21,20,yes
a-24449-21,62C,yes
a-24461-21,62C,yes
a-15535-21,62B,yes
a-23973-21,65,yes
a-16262-21,21,yes
a-24374-21,62C,yes
a-24861-21,62C,yes
a-21809-21,37,yes
a-25141-21,107,yes
a-07605-21,67-A,yes
a-10168-21,65,yes
a-25118-21,20,yes
a-02397-21,67-A,yes
a-25458-21,100-i,yes
a-25487-21,27/64-G,yes
a-25566-21,20,yes
a-25619-21,35,yes
a-25249-21,20I,yes
a-25487-21,27/64G,yes
a-25876-21,20,yes
a-26025-21,20,yes
l-34225-20,20,yes
i-36679-20,21,yes
a-23807-21,30S,yes
a-13433-21,21,yes
a-16262-21,21,yes
a-26417-21,107,yes
g-23400-20,21,yes
a-26329-21,30S,yes
a-15121-21,34S,yes
