item_number,Signal Code,Upon Researching the above item :
F-23148-22,67A,Relevant video was found
F-20187-22,62C,Relevant video was found
F-27053-22,34S,Relevant video was found
F-27947-22,94,No relevant video was found
F-28081-22,20X,Relevant video was found
F-28422-22,35,No relevant video was found
F-28446-22,64G,Relevant video was found
F-28310-22,107,No relevant video was found
F-28487-22,34S,Relevant video was found
F-28446-22,64G,Relevant video was found
F-28414-22,34S,No relevant video was found
F-28690-22,37,Relevant video was found
F-28758-22,20I,Relevant video was found
F-29023-22,20,No relevant video was found
F-29035-22,35,Relevant video was found
F-29964-22,20,No relevant video was found
F-29934-22,103,No relevant video was found
F-30239-22,20,Relevant video was found
F-28791-22,966,Relevant video was found
F-28899-22,107,Relevant video was found
F-23577-22,67A,Relevant video was found
F-29069-22,34S,Relevant video was found
F-29119-22,966,Relevant video was found
F-28933-22,100,Relevant video was found
F-29034-22,20,No relevant video was found
F-30344-22,20,No relevant video was found
F-30361-22,94,No relevant video was found
F-29241-22,20i,No relevant video was found
F-29310-22,94,No relevant video was found
F-29454-22,107,No relevant video was found
F-29179-22,20,Relevant video was found
F-29220-22,20,No relevant video was found
F-29234-22,30S,No relevant video was found
F-29241-22,20I,No relevant video was found
F-29375-22,94,No relevant video was found
F-29393-22,107,No relevant video was found
F-29519-22,95G,Relevant video was found
F-29365-22,106,No relevant video was found
F-29411-22,67B,Relevant video was found
F-29472-22,34C,No relevant video was found
F-30011-22,67,Relevant video was found
F-30016-22,20I,Relevant video was found
F-29995-22,29U,Relevant video was found
F-30196-22,66,No relevant video was found
F-30150-22,20,No relevant video was found
F-30233-22,67,No relevant video was found
F-05688-22,30S,Relevant video was found
F-30160-22,20,Relevant video was found
F-30229-22,20,Relevant video was found
F-30568-22,27/67,Relevant video was found
F-29995-22,29U,Relevant video was found
F-29234-22,30S,Relevant video was found
F-30496-22,21,Relevant video was found
F-31263-22,107,No relevant video was found
F-31350-22,35,Relevant video was found
F-22337-22,64J,Relevant video was found
F-30582-22,35,Relevant video was found
F-30661-22,20,Relevant video was found
F-31053-22,107,Relevant video was found
F-26503-22,62C,Relevant video was found
F-30949-22,20I,No relevant video was found
F-30992-22,20I,Relevant video was found
F-31077-22,62C,Relevant video was found
F-28590-22,60,Relevant video was found
F-30634-22,20,Relevant video was found
F-30647-22,21M,Relevant video was found
F-30812-22,20I,Relevant video was found
F-26907-22,20,Relevant video was found
F-31079-22,24,No relevant video was found
F-31091-22,103F,No relevant video was found
F-31142-22,20,No relevant video was found
F-31160-22,20,Relevant video was found
F-31786-22,34S,No relevant video was found
F-31222-22,106,Relevant video was found
F-31244-22,20,No relevant video was found
F-31374-22,20,No relevant video was found
F-30568-22,20,Relevant video was found
F-31217-22,20,Relevant video was found
F-31329-22,34 S,Relevant video was found
F-31312-22,20,Relevant video was found
G-00393-22,100,No relevant video was found
G-00643-22,20,Relevant video was found
G-00731-22,20,Relevant video was found
G-00500-22,20,Relevant video was found
G-00866-22,20,Relevant video was found
G-00980-22,95G,Relevant video was found
G-01771-22,20,Relevant video was found
F-31471-22,20I,Relevant video was found
F-31514-22,27/65J,No relevant video was found
G-02881-22,64G,Relevant video was found
F-31329-22,34S,Relevant video was found
G-02768-22,20,No relevant video was found
G-02981-22,21,Relevant video was found
G-02955-22,99,Relevant video was found
G-03060-22,20I,No relevant video was found
G-03164-22,37,Relevant video was found
F-31469-22,100,Relevant video was found
F-31486-22,65J,No relevant video was found
G-00119-22,35D,Relevant video was found
G-02259-22,37,Relevant video was found
G-02374-22,107,No relevant video was found
G-02429-22,106,No relevant video was found
G-02548-22,24,Relevant video was found
F-31446-22,62C,Relevant video was found
G-00173-22,100,Relevant video was found
G-00594-22,20I,Relevant video was found
G-01298-22,62C,Relevant video was found
G-01482-22,20,Relevant video was found
G-00955-22,62C,Relevant video was found
G-01649-22,107,Relevant video was found
G-00500-22,20,Relevant video was found
G-03217-22,20,No relevant video was found
G-03218-22,107,No relevant video was found
F-28334-22,67A,Relevant video was found
G-01302-22,20,No relevant video was found
G-01310-22,56,Relevant video was found
G-00693-22,21,Relevant video was found
G-01645-22,64J,Relevant video was found
G-03312-22,103,Relevant video was found
G-03579-22,21,No relevant video was found
G-04910-22,62C,Relevant video was found
G-05005-22,35,Relevant video was found
G-05047-22,34S,Relevant video was found
G-05234-22,64G,No relevant video was found
G-00456-22,34C,Relevant video was found
G-00441-22,21M,Relevant video was found
G-03112-22,67A,Relevant video was found
G-03056-22,95G,No relevant video was found
G-03049-22,95G,Relevant video was found
G-01011-22,20,No relevant video was found
G-01073-22,107,No relevant video was found
G-01105-22,21,Relevant video was found
G-01184-22,24,Relevant video was found
F-30065-22,65P,Relevant video was found
G-01877-22,37,Relevant video was found
F-29472-22,34C,Relevant video was found
F-30065-22,65P,Relevant video was found
G-03833-22,100,No relevant video was found
G-03858-22,103F,No relevant video was found
G-03960-22,107,No relevant video was found
G-03240-22,20,No relevant video was found
G-03546-22,103F,Relevant video was found
G-03643-22,20,No relevant video was found
F-29472-22,34C,Relevant video was found
F-31329-22,34S,Relevant video was found
G-01182-22,65,Relevant video was found
G-01120-22,34C,Relevant video was found
G-01487-22,20,Relevant video was found
G-01558-22,20I,Relevant video was found
G-01647-22,20,No relevant video was found
G-01701-22,20,Relevant video was found
G-01528-22,20,No relevant video was found
G-01536-22,64J,No relevant video was found
G-03164-22,37,Relevant video was found
G-03881-22,20,Relevant video was found
G-03952-22,94,Relevant video was found
G-04033-22,94F,No relevant video was found
G-04127-22,34S,Relevant video was found
G-01759-22,106,Relevant video was found
G-01781-22,103F,No relevant video was found
G-01792-22,24,Relevant video was found
G-01846-22,20,No relevant video was found
G-01882-22,18,Relevant video was found
G-01929-22,64J,No relevant video was found
G-01996-22,56,Relevant video was found
G-02145-22,1055,Relevant video was found
G-02119-22,107,Relevant video was found
G-02182-22,20I,Relevant video was found
F-24799-22,65,Relevant video was found
G-02039-22,95G,Relevant video was found
G-01957-22,966,Relevant video was found
G-02192-22,20,Relevant video was found
G-02100-22,20,No relevant video was found
G-03164-22,37,Relevant video was found
G-03549-22,67,No relevant video was found
G-03726-22,94,No relevant video was found
G-04354-22,103,No relevant video was found
G-04615-22,20I,No relevant video was found
G-04655-22,18,Relevant video was found
F-12920-22,94,Relevant video was found
G-02471-22,94,No relevant video was found
G-02476-22,20,No relevant video was found
G-02532-22,20,Relevant video was found
G-02534-22,20,No relevant video was found
G-02603-22,100,Relevant video was found
G-04321-22,21,No relevant video was found
G-04724-2,20,No relevant video was found
G-04757-22,20,Relevant video was found
G-00921-22,21,Relevant video was found
G-02449-22,64J,Relevant video was found
G-02522-22,100,No relevant video was found
F-26503-22,62C,Relevant video was found
F-30450-22,62C,Relevant video was found
G-04292-22,20I,No relevant video was found
G-03741-22,95G,Relevant video was found
G-04035-22,20,No relevant video was found
G-04122-22,94,No relevant video was found
G-04044-22,20I,Relevant video was found
G-04174-22,18,Relevant video was found
G-04011-22,94F,Relevant video was found
G-04048-22,20 I,Relevant video was found
G-04888-22,20,Relevant video was found
G-04127-22,34S,Relevant video was found
G-04360-22,100,Relevant video was found
G-01378-22,67A,Relevant video was found
G-04769-22,20,Relevant video was found
G-04768-22,37,No relevant video was found
F-05210-22,20,Relevant video was found
G-04954-22,20,No relevant video was found
G-05073-22,18,Relevant video was found
F-04900-22,20,No relevant video was found
G-04960-22,107,Relevant video was found
G-05174-22,37,Relevant video was found
G-05311-22,107,No relevant video was found
G-05429-22,34C,No relevant video was found
G-05703-22,107,Relevant video was found
G-05300-22,63P,Relevant video was found
G-05584-22,20I,Relevant video was found
G-05655-22,20C,No relevant video was found
G-05595-22,20,Relevant video was found
G-06935-22,21,Relevant video was found
G-07043-22,21,Relevant video was found
G-07041-22,107,No relevant video was found
G-07193-22,67A,Relevant video was found
G-06921-22,20I,Relevant video was found
G-06960-22,107,No relevant video was found
G-07170-22,20,Relevant video was found
"G-05612-22,",62B,No relevant video was found
G-07212-22,103D,No relevant video was found
G-01133-22,35,No relevant video was found
G-07219-22,30S,Relevant video was found
G-05595-22,20,Relevant video was found
G-05725-22,64J,Relevant video was found
G-04652-22,103,Relevant video was found
G-05818-22,103F,Relevant video was found
G-06574-22,20,Relevant video was found
G-06695-22,64G,Relevant video was found
G-06798-22,65J,No relevant video was found
G-06851-22,95,Relevant video was found
G-05890-22,24,No relevant video was found
G-06089-22,35,Relevant video was found
G-07164-22,65,Relevant video was found
G-05832-22,107,Relevant video was found
G-05991-22,34S,Relevant video was found
G-06004-22,67A,Relevant video was found
G-06062-22,20,Relevant video was found
G-06120-22,20,Relevant video was found
F-19969-22,34S,Relevant video was found
G-05751-22,107,Relevant video was found
G-06453-22,67A,Relevant video was found
G-06603-22,20,Relevant video was found
G-06816-22,20,Relevant video was found
G-06613-22,100,Relevant video was found
G-06465-22,100,Relevant video was found
F-10737-22,30S,Relevant video was found
G-05751-22,107,Relevant video was found
G-05948-22,34S,Relevant video was found
G-06977-22,20,No relevant video was found
G-07372-22,20,No relevant video was found
G-07347-22,30C,No relevant video was found
G-06851-22,95G,Relevant video was found
G-07630-22,62C,No relevant video was found
G-07627-22,103F,No relevant video was found
G-07359-22,20,No relevant video was found
G-08362-22,20,No relevant video was found
G-08369-22,20-I,No relevant video was found
G-08513-22,103F,No relevant video was found
G-08697-22,20,Relevant video was found
G-09348-22,29U,Relevant video was found
G-09527-22,20I,Relevant video was found
G-09712-22,107,Relevant video was found
G-09754-22,27-64J,No relevant video was found
G-07942-22,106,No relevant video was found
G-07674-22,64,Relevant video was found
G-08024-22,103,Relevant video was found
G-08040-22,21,Relevant video was found
G-08244-22,94,No relevant video was found
G-11148-22,20C,Relevant video was found
G-11591-22,94,Relevant video was found
G-01600-22,62C,Relevant video was found
G-07824-22,64,No relevant video was found
G-11507-22,107,No relevant video was found
G-10837-22,62C,Relevant video was found
G-12147-22,27-64G,Relevant video was found
G-11827-22,20,No relevant video was found
G-12387-22,103F,No relevant video was found
G-12452-22,103,No relevant video was found
G-12639-22,24,No relevant video was found
G-12645-22,20,No relevant video was found
G-06287-22,64G,Relevant video was found
G-07803-22,56,No relevant video was found
G-08291-22,62R,No relevant video was found
G-11314-22,37,Relevant video was found
G-08978-22,52,Relevant video was found
G-11591-22,55,Relevant video was found
G-11637-22,20I,No relevant video was found
G-11661-22,20I,No relevant video was found
F-30011-22,67,Relevant video was found
G-11873-22,107,Relevant video was found
G-08153-22,64J,Relevant video was found
G-12196-22,62B,Relevant video was found
G-10413-22,62R,Relevant video was found
G-12369-22,107,Relevant video was found
G-08294-22,34S,Relevant video was found
G-12410-22,21ID,Relevant video was found
G-12369-22,107,Relevant video was found
