item_number,Signal Code,Upon Researching the above item :,Type,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
F1175522,20,Relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3675144,528131,6/11/2022 18:57,6/11/2022 19:45,,6/11/2022 21:35,DUP,DUPLICATE,N,6J02,Martin Luther King Jr Blvd & S Claiborne Ave,70113,6,POINT (-90.08825551 29.94636998)
F1206722,21,Relevant video was found,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,1J,3676271,536270,6/12/2022 2:58,6/12/2022 2:59,6/12/2022 3:01,6/12/2022 6:33,NAT,Necessary Action Taken,N,1I03,N Broad St & Saint Louis St,70119,1,POINT (-90.08441747 29.96871669)
F1202522,35D,Relevant video was found,35D,SIMPLE BATTERY DOMESTIC,2C,103,DISTURBANCE (OTHER),1C,3672516,526106,6/12/2022 1:15,6/12/2022 1:25,6/12/2022 1:37,6/12/2022 3:27,RTF,REPORT TO FOLLOW,N,6I04,033XX S Claiborne Ave,70115,6,POINT (-90.09662225 29.94088055)
F1211022,64K,Relevant video was found,64K,ARMED ROBBERY WITH KNIFE,2C,65,SIMPLE ROBBERY,1D,3678211,528101,6/12/2022 4:29,6/12/2022 4:31,6/12/2022 4:33,6/12/2022 6:59,RTF,REPORT TO FOLLOW,N,6H05,010XX Loyola Ave,70113,6,POINT (-90.07857132 29.94619458)
F0661322,56,No relevant video was found,56,SIMPLE CRIMINAL DAMAGE,1F,56,SIMPLE CRIMINAL DAMAGE,1F,3706954,514110,6/7/2022 2:09,6/7/2022 2:14,6/7/2022 2:22,6/7/2022 3:39,RTF,REPORT TO FOLLOW,N,4.00E+01,061XX Tullis Dr,70131,4,POINT (-89.98834167 29.9068293)
F0662622,62B,Relevant video was found,62B,BUSINESS BURGLARY,2C,107,SUSPICIOUS PERSON,2C,3710725,561018,6/7/2022 2:32,6/7/2022 2:32,6/7/2022 2:35,6/7/2022 8:03,RTF,REPORT TO FOLLOW,N,7I03,059XX Read Blvd,70127,7,POINT (-89.97468171 30.03568615)
F0815322,100,Relevant video was found,100,HIT & RUN,1G,20,AUTO ACCIDENT,1E,3706427,562193,6/8/2022 13:04,,6/8/2022 13:04,6/8/2022 14:25,RTF,REPORT TO FOLLOW,Y,7O10,Bundy Rd & Morrison Rd,70127,7,POINT (-89.98822338 30.03905542)
F0818622,20,No relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3692221,549674,6/8/2022 13:34,6/8/2022 14:50,6/8/2022 15:01,6/8/2022 16:05,RTF,REPORT TO FOLLOW,N,3U02,Desire Pkwy & Old Gentilly Rd,70126,3,POINT (-90.03356544 30.00508374)
F0664822,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3703568,538787,6/7/2022 3:20,,6/7/2022 3:36,6/7/2022 9:58,RTF,REPORT TO FOLLOW,N,5R01,065XX Blk Florida Ave,70126,5,POINT (-89.99811987 29.97479123)
F0664822,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3703568,538787,6/7/2022 3:20,,6/7/2022 3:36,6/7/2022 9:58,RTF,REPORT TO FOLLOW,N,5R01,065XX Blk Florida Ave,70126,5,POINT (-89.99811987 29.97479123)
F0535822,27-65,Relevant video was found,65,SIMPLE ROBBERY,1D,37,AGGRAVATED ASSAULT,2E,3671395,538410,6/5/2022 21:12,,6/5/2022 21:19,6/5/2022 23:18,RTF,REPORT TO FOLLOW,N,1M02,040XX Canal St,70119,1,POINT (-90.09974163 29.9747457)
F1118822,20,No relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3679568,526025,6/11/2022 6:09,6/11/2022 9:25,6/11/2022 9:38,6/11/2022 13:04,RTF,REPORT TO FOLLOW,N,6.00E+04,Saint Charles Ave & Erato St,70130,6,POINT (-90.07436062 29.94044644)
F1123022,20,Relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3693079,521987,6/11/2022 7:34,6/11/2022 7:37,6/11/2022 7:41,6/11/2022 8:57,RTF,REPORT TO FOLLOW,N,4C03,General De Gaulle Dr & Wall Blvd,70114,4,POINT (-90.03184851 29.9289292)
F1124822,103,No relevant video was found,103,DISTURBANCE (OTHER),1A,103,DISTURBANCE (OTHER),1C,3684237,547636,6/11/2022 7:53,6/11/2022 8:41,6/11/2022 11:35,6/11/2022 12:01,NAT,Necessary Action Taken,N,3Y02,032XX Gentilly Blvd,70122,3,POINT (-90.05885883 29.99972599)
F1260722,107,Relevant video was found,966,DRUG VIOLATIONS,1I,21,COMPLAINT OTHER,1J,3705217,558343,6/12/2022 16:06,,6/12/2022 16:06,6/12/2022 21:58,RTF,REPORT TO FOLLOW,Y,7R02,057XX Crowder Blvd,70127,7,POINT (-89.9921898 30.02851015)
F1278322,20,No relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3693029,535070,6/12/2022 19:39,6/13/2022 5:11,6/13/2022 5:11,6/13/2022 6:12,GOA,GONE ON ARRIVAL,N,5D02,Saint Claude Ave & Poland Ave,70117,5,POINT (-90.03153733 29.96490369)
F0691322,20,No relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3725570,559547,6/7/2022 10:37,6/7/2022 12:45,,6/7/2022 13:39,GOA,GONE ON ARRIVAL,N,7L01,Chef Menteur Hwy & Michoud Blvd,70129,7,POINT (-89.92782714 30.03114754)
F0695022,20,No relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3667047,537017,6/7/2022 11:15,,6/7/2022 12:16,6/7/2022 13:14,RTF,REPORT TO FOLLOW,N,3A02,Airline Hwy & Monroe St,70118,3,POINT (-90.11352295 29.97104329)
F0676022,67,Relevant video was found,67,THEFT,0A,67,THEFT,1G,3687660,528978,6/7/2022 7:48,6/7/2022 11:06,6/7/2022 11:29,6/7/2022 12:01,RTF,REPORT TO FOLLOW,N,4G01,007XX Opelousas Ave,70114,4,POINT (-90.04870896 29.94831891)
F0710322,20,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3670318,525788,6/7/2022 13:35,6/7/2022 13:37,6/7/2022 13:42,6/7/2022 15:21,RTF,REPORT TO FOLLOW,N,2N03,Napoleon Ave & S Claiborne Ave,70125,2,POINT (-90.10357105 29.94007161)
F0714422,20I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3668401,545776,6/7/2022 14:23,6/7/2022 14:28,6/7/2022 14:30,6/7/2022 16:42,RTF,REPORT TO FOLLOW,N,3I03,I-610 E & Canal Blvd,70124,3,POINT (-90.10895123 29.99508872)
F0718722,64,Relevant video was found,103,DISTURBANCE (OTHER),1C,64,ARMED ROBBERY,2C,3685095,538164,6/7/2022 15:20,6/7/2022 15:30,6/7/2022 15:32,6/7/2022 16:57,RTF,REPORT TO FOLLOW,N,5B03,022XX Blk N Claiborne Ave,70117,5,POINT (-90.05648467 29.97365554)
F0694122,20,No relevant video was found,100,HIT & RUN,1G,20,AUTO ACCIDENT,1E,3671239,538620,6/7/2022 11:06,6/7/2022 13:11,6/7/2022 13:27,6/7/2022 14:55,RTF,REPORT TO FOLLOW,N,3H01,001XX N Carrollton Ave,70119,3,POINT (-90.1002269 29.97532727)
F0644222,64,Relevant video was found,64,ARMED ROBBERY,1A,64,ARMED ROBBERY,2C,3683298,534641,6/6/2022 21:29,6/6/2022 21:32,6/6/2022 21:53,6/6/2022 23:25,RTF,REPORT TO FOLLOW,N,8.00E+02,Barracks St & Dauphine St,70116,8,POINT (-90.06228219 29.96402274)
F0644222,64,Relevant video was found,64,ARMED ROBBERY,1A,64,ARMED ROBBERY,2C,3683298,534641,6/6/2022 21:29,6/6/2022 21:32,6/6/2022 21:53,6/6/2022 23:25,RTF,REPORT TO FOLLOW,N,8.00E+02,Barracks St & Dauphine St,70116,8,POINT (-90.06228219 29.96402274)
F0751722,18,Relevant video was found,TS,TRAFFIC STOP,1J,TS,TRAFFIC STOP,1J,3696964,553642,6/7/2022 21:29,6/7/2022 22:00,6/7/2022 21:29,6/8/2022 0:46,NAT,Necessary Action Taken,Y,7C03,046XX Blk Stemway Dr,70126,7,POINT (-90.01843739 30.01584478)
F0756422,107,Relevant video was found,966,DRUG VIOLATIONS,1I,21,COMPLAINT OTHER,1J,3681810,532085,6/7/2022 22:30,6/7/2022 22:35,6/7/2022 22:30,6/8/2022 2:04,RTF,REPORT TO FOLLOW,Y,8D05,Saint Louis St & Bourbon St,70112,8,POINT (-90.06706964 29.95704093)
F0712522,20,Relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3668522,541282,6/7/2022 14:01,,6/7/2022 14:51,6/7/2022 15:59,RTF,REPORT TO FOLLOW,N,3H01,Bienville St & City Park Ave,70119,3,POINT (-90.10871804 29.98272639)
F0724022,107,Relevant video was found,95G,ILLEGAL CARRYING OF WEAPON- GUN,2D,107,SUSPICIOUS PERSON,2C,3674811,536482,6/7/2022 16:01,6/7/2022 16:02,6/7/2022 16:07,6/7/2022 22:21,RTF,REPORT TO FOLLOW,N,1M05,Bienville St & N Gayoso St,70119,1,POINT (-90.08902062 29.96934247)
F0826222,20,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3673961,520853,6/8/2022 14:53,6/8/2022 16:39,6/8/2022 16:55,6/8/2022 17:56,RTF,REPORT TO FOLLOW,N,6P01,Prytania St & Aline St,70115,6,POINT (-90.09223946 29.92639283)
F1073122,20,No relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3684291,543923,6/10/2022 18:56,6/10/2022 20:44,6/10/2022 20:52,6/10/2022 21:18,GOA,GONE ON ARRIVAL,N,3X01,030XX Elysian Fields Ave,70122,3,POINT (-90.05882029 29.98951713)
F1073722,30S,No relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3679225,529248,6/10/2022 19:00,6/10/2022 19:02,6/10/2022 19:19,6/10/2022 22:39,RTF,REPORT TO FOLLOW,N,8H03,Lafayette St & S Rampart St,70113,8,POINT (-90.07533262 29.94931961)
F1073722,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3679225,529248,6/10/2022 19:00,6/10/2022 19:02,6/10/2022 19:19,6/10/2022 22:39,RTF,REPORT TO FOLLOW,N,8H03,Lafayette St & S Rampart St,70113,8,POINT (-90.07533262 29.94931961)
F1103222,35,No relevant video was found,35,SIMPLE BATTERY,1F,37,AGGRAVATED ASSAULT,2E,3682563,528878,6/11/2022 1:09,,6/11/2022 1:19,6/11/2022 2:51,RTF,REPORT TO FOLLOW,N,8A02,Convention Center Blvd & Poydras St,70130,8,POINT (-90.06480305 29.94820008)
F1110922,64J,Relevant video was found,64J,CARJACKING,2C,64J,CARJACKING,2C,3681115,534969,6/11/2022 3:14,6/11/2022 3:15,6/11/2022 3:16,6/11/2022 6:58,RTF,REPORT TO FOLLOW,N,1F01,014XX Blk Saint Philip St,70116,1,POINT (-90.06916405 29.96499307)
F1110922,64J,Relevant video was found,64J,CARJACKING,2C,64J,CARJACKING,2C,3681115,534969,6/11/2022 3:14,6/11/2022 3:15,6/11/2022 3:16,6/11/2022 6:58,RTF,REPORT TO FOLLOW,N,1F01,014XX Blk Saint Philip St,70116,1,POINT (-90.06916405 29.96499307)
F1110922,64J,Relevant video was found,64J,CARJACKING,2C,64J,CARJACKING,2C,3681115,534969,6/11/2022 3:14,6/11/2022 3:15,6/11/2022 3:16,6/11/2022 6:58,RTF,REPORT TO FOLLOW,N,1F01,014XX Blk Saint Philip St,70116,1,POINT (-90.06916405 29.96499307)
F1113122,20I,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,21,COMPLAINT OTHER,1J,3683338,556139,6/11/2022 3:56,6/11/2022 3:58,6/11/2022 3:59,6/11/2022 7:27,RTF,REPORT TO FOLLOW,N,3S01,Mexico St & Elysian Fields Ave,70122,3,POINT (-90.06140137 30.02313426)
F1117822,34S,No relevant video was found,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3698135,551719,6/11/2022 5:33,6/11/2022 5:36,6/11/2022 6:04,6/11/2022 7:55,RTF,REPORT TO FOLLOW,N,7C01,006XX Blk Chef Menteur Hwy,70126,7,POINT (-90.0148081 30.0105205)
F1117822,34S,Relevant video was found,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3698135,551719,6/11/2022 5:33,6/11/2022 5:36,6/11/2022 6:04,6/11/2022 7:55,RTF,REPORT TO FOLLOW,N,7C01,006XX Blk Chef Menteur Hwy,70126,7,POINT (-90.0148081 30.0105205)
F1117822,34S,Relevant video was found,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3698135,551719,6/11/2022 5:33,6/11/2022 5:36,6/11/2022 6:04,6/11/2022 7:55,RTF,REPORT TO FOLLOW,N,7C01,006XX Blk Chef Menteur Hwy,70126,7,POINT (-90.0148081 30.0105205)
F1072122,65,Relevant video was found,65,SIMPLE ROBBERY,1A,65,SIMPLE ROBBERY,1D,3702273,516512,6/10/2022 18:45,6/10/2022 20:25,6/10/2022 20:39,6/10/2022 23:32,RTF,REPORT TO FOLLOW,N,4D05,General De Gaulle Dr & Somerset Dr,70131,4,POINT (-90.00302433 29.91358455)
F1182122,20,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3674913,528280,6/11/2022 20:33,6/11/2022 21:34,6/11/2022 21:38,6/11/2022 22:43,RTF,REPORT TO FOLLOW,N,6L01,003XX Blk Martin Luther King Jr Blvd,70125,6,POINT (-90.08898055 29.94678631)
F1196922,20,No relevant video was found,100,HIT & RUN,1G,20I,AUTO ACCIDENT WITH INJURY,2D,3677320,545043,6/11/2022 23:43,6/11/2022 23:49,6/11/2022 23:51,6/12/2022 1:11,RTF,REPORT TO FOLLOW,N,3L01,St Bernard Ave Exit & I-610 E,70122,3,POINT (-90.08080123 29.99280649)
F1206922,20,Relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3680391,528028,6/12/2022 3:18,6/12/2022 4:34,6/12/2022 4:53,6/12/2022 6:01,RTF,REPORT TO FOLLOW,N,8G03,Julia St & Saint Charles Ave,70130,8,POINT (-90.07169088 29.94593003)
F0893122,100,Relevant video was found,100I,HIT & RUN WITH INJURIES,2D,100I,HIT & RUN WITH INJURIES,2D,3674349,524903,6/9/2022 7:36,6/9/2022 7:41,6/9/2022 8:05,6/9/2022 13:00,RTF,REPORT TO FOLLOW,N,6F02,Washington Ave & La Salle St,70115,6,POINT (-90.09087429 29.9375179)
F0889722,42,Relevant video was found,42,AGGRAVATED RAPE,2C,42,AGGRAVATED RAPE,2C,37369000,3513814,6/9/2022 6:08,6/9/2022 6:10,6/9/2022 6:16,6/9/2022 8:29,RTF,REPORT TO FOLLOW,N,1M02,040XX Canal St,70119,1,POINT (0 0)
F0606522,62C,Relevant video was found,62C,SIMPLE BURGLARY VEHICLE,1G,62C,SIMPLE BURGLARY VEHICLE,1G,3675659,544685,6/6/2022 14:26,,6/6/2022 14:26,6/6/2022 14:34,RTF,REPORT TO FOLLOW,Y,3L01,011XX Florida Ave,70119,3,POINT (-90.0860608 29.99187116)
F0809522,67A,Relevant video was found,67A,AUTO THEFT,0A,67A,AUTO THEFT,1D,3701163,534735,6/8/2022 11:56,,6/8/2022 16:19,6/8/2022 17:01,RTF,REPORT TO FOLLOW,N,5I06,016XX Blk Delery St,70117,5,POINT (-90.00586291 29.96372435)
F0935122,37,No relevant video was found,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3691964,545124,6/9/2022 15:15,6/9/2022 16:27,6/9/2022 16:40,6/9/2022 19:36,GOA,GONE ON ARRIVAL,N,5Q02,034XX Louisa St,70126,5,POINT (-90.03453886 29.99258115)
E3313822,20,Relevant video was found,20,AUTO ACCIDENT,1E,20I,AUTO ACCIDENT WITH INJURY,2D,3702706,557999,5/30/2022 21:11,5/30/2022 21:12,5/30/2022 21:34,5/30/2022 23:04,RTF,REPORT TO FOLLOW,N,7Q03,S I-10 Service Rd & Parc Brittany Blvd,70126,7,POINT (-90.00013534 30.02764449)
F0771822,21,Relevant video was found,21,COMPLAINT OTHER,1J,64G,ARMED ROBBERY WITH GUN,2C,3681810,532085,6/8/2022 2:27,6/8/2022 2:28,6/8/2022 2:32,6/8/2022 5:16,RTF,REPORT TO FOLLOW,N,8D05,Bourbon St & Saint Louis St,70112,8,POINT (-90.06706964 29.95704093)
F0737922,35,No relevant video was found,35,SIMPLE BATTERY,1F,35,SIMPLE BATTERY,1F,3668050,541237,6/7/2022 18:20,6/7/2022 22:08,6/7/2022 22:11,6/7/2022 23:27,RTF,REPORT TO FOLLOW,N,3I01,051XX Canal Blvd,70124,3,POINT (-90.1102124 29.98261801)
E2528022,34S,Relevant video was found,34S,AGGRAVATED BATTERY BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3685514,549308,5/23/2022 15:51,5/23/2022 15:52,5/23/2022 15:57,5/23/2022 21:28,RTF,REPORT TO FOLLOW,N,3T01,044XX Saint Roch Ave,70122,3,POINT (-90.05476599 30.00428534)
F0937022,21,Relevant video was found,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3682306,532669,6/9/2022 15:36,,6/9/2022 15:36,6/9/2022 17:56,RTF,REPORT TO FOLLOW,Y,8D06,007XX Bourbon St,70116,8,POINT (-90.06548498 29.95863213)
F0957222,62C,No relevant video was found,62C,SIMPLE BURGLARY VEHICLE,2A,62C,SIMPLE BURGLARY VEHICLE,1G,3717311,572896,6/9/2022 19:48,6/9/2022 20:14,6/9/2022 20:19,6/9/2022 20:26,GOA,GONE ON ARRIVAL,N,7K04,Hayne Blvd & Vincent Rd,70128,7,POINT (-89.9534177 30.06812761)
F0958422,94,No relevant video was found,94,DISCHARGING FIREARM,2D,94,DISCHARGING FIREARM,2D,3703305,551870,6/9/2022 19:59,6/9/2022 19:59,6/9/2022 20:06,6/9/2022 20:14,GOA,GONE ON ARRIVAL,N,7C02,Old Gentilly Rd & Wilson Ave,70126,7,POINT (-89.99846724 30.01077208)
F0959122,34C,No relevant video was found,34C,AGGRAVATED BATTERY BY CUTTING,2D,34C,AGGRAVATED BATTERY BY CUTTING,2D,37369000,3513814,6/9/2022 20:02,,6/9/2022 20:16,6/9/2022 23:29,RTF,REPORT TO FOLLOW,N,4C02,034XX Garden Oaks Dr,None,0,POINT (0 0)
F0959122,34C,Relevant video was found,34C,AGGRAVATED BATTERY BY CUTTING,2D,34C,AGGRAVATED BATTERY BY CUTTING,2D,37369000,3513814,6/9/2022 20:02,,6/9/2022 20:16,6/9/2022 23:29,RTF,REPORT TO FOLLOW,N,4C02,034XX Garden Oaks Dr,None,0,POINT (0 0)
F0960822,62C,Relevant video was found,62C,SIMPLE BURGLARY VEHICLE,1A,62C,SIMPLE BURGLARY VEHICLE,1G,3683758,534709,6/9/2022 20:26,6/9/2022 21:21,6/9/2022 21:28,6/9/2022 23:53,RTF,REPORT TO FOLLOW,N,8F02,014XX Bourbon St,70116,8,POINT (-90.06082704 29.96419811)
F0971522,100,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,100,HIT & RUN,1G,3704410,511203,6/9/2022 22:32,6/9/2022 23:52,6/9/2022 23:58,6/10/2022 1:25,RTF,REPORT TO FOLLOW,N,4D05,035XX Timber Wolf Ln,70131,4,POINT (-89.99647673 29.8989178)
F1092822,100,Relevant video was found,100,HIT & RUN,1G,100,HIT & RUN,1G,3706640,553160,6/10/2022 22:24,6/11/2022 0:29,6/11/2022 0:43,6/11/2022 0:47,GOA,GONE ON ARRIVAL,N,7F01,Crowder Blvd & Chef Menteur Hwy,70127,7,POINT (-89.98788543 30.01421241)
F1092822,100,Relevant video was found,100,HIT & RUN,1G,100,HIT & RUN,1G,3706640,553160,6/10/2022 22:24,6/11/2022 0:29,6/11/2022 0:43,6/11/2022 0:47,GOA,GONE ON ARRIVAL,N,7F01,Crowder Blvd & Chef Menteur Hwy,70127,7,POINT (-89.98788543 30.01421241)
F1097922,67P,No relevant video was found,67P,PICKPOCKET,1G,67,THEFT,1G,3682541,532987,6/10/2022 23:42,6/10/2022 23:44,6/10/2022 23:52,6/11/2022 0:35,RTF,REPORT TO FOLLOW,N,8.00E+01,008XX Bourbon St,70116,8,POINT (-90.06472896 29.95949959)
F1112922,35 D,No relevant video was found,35,SIMPLE BATTERY,1F,21,COMPLAINT OTHER,1J,3681810,532085,6/11/2022 3:42,,6/11/2022 3:42,6/11/2022 5:05,RTF,REPORT TO FOLLOW,Y,8D05,Saint Louis St & Bourbon St,70112,8,POINT (-90.06706964 29.95704093)
F0785822,34,No relevant video was found,67,THEFT,1G,63,PROWLER,2E,3681068,538012,6/8/2022 7:27,6/8/2022 8:05,6/8/2022 8:18,6/8/2022 9:38,RTF,REPORT TO FOLLOW,N,1B01,015XX N Prieur St,70116,1,POINT (-90.06920537 29.97336025)
F0861722,64G,No relevant video was found,64G,ARMED ROBBERY WITH GUN,2C,65,SIMPLE ROBBERY,1D,3679459,534071,6/8/2022 21:29,6/8/2022 21:31,6/8/2022 21:36,6/9/2022 1:02,RTF,REPORT TO FOLLOW,N,1.00E+03,005XX Blk N Claiborne Ave,70112,1,POINT (-90.07442499 29.96257357)
E0843222,94,No relevant video was found,17F,FUGITIVE ATTACHMENT,1I,17F,FUGITIVE ATTACHMENT,1I,3672898,533110,5/8/2022 9:53,,,5/8/2022 9:53,NAT,Necessary Action Taken,N,1K01,028XX Perdido St,70119,1,POINT (-90.09517715 29.96012841)
E0843222,94,No relevant video was found,17F,FUGITIVE ATTACHMENT,1I,17F,FUGITIVE ATTACHMENT,1I,3672898,533110,5/8/2022 9:53,,,5/8/2022 9:53,NAT,Necessary Action Taken,N,1K01,028XX Perdido St,70119,1,POINT (-90.09517715 29.96012841)
F0840422,30S,No relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3675339,527289,6/8/2022 17:33,6/8/2022 17:35,6/8/2022 17:36,6/8/2022 22:04,RTF,REPORT TO FOLLOW,N,6J01,Josephine St & Clara St,70113,6,POINT (-90.08766746 29.94405012)
F0840422,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3675339,527289,6/8/2022 17:33,6/8/2022 17:35,6/8/2022 17:36,6/8/2022 22:04,RTF,REPORT TO FOLLOW,N,6J01,Josephine St & Clara St,70113,6,POINT (-90.08766746 29.94405012)
F0876622,64,No relevant video was found,103,DISTURBANCE (OTHER),1C,64,ARMED ROBBERY,2C,3680927,530925,6/9/2022 0:52,,6/9/2022 0:57,6/9/2022 1:20,RTF,REPORT TO FOLLOW,N,8D01,Canal St & Bourbon St,70112,8,POINT (-90.06989927 29.95387931)
F0895122,20I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3680736,532468,6/9/2022 8:08,6/9/2022 8:37,6/9/2022 8:42,6/9/2022 11:23,RTF,REPORT TO FOLLOW,N,8D02,Conti S & N Rampart St,70112,8,POINT (-90.07044781 29.95812687)
F0895822,20I,Relevant video was found,100I,HIT & RUN WITH INJURIES,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3682146,537844,6/9/2022 8:14,6/9/2022 9:44,6/9/2022 9:51,6/9/2022 11:11,RTF,REPORT TO FOLLOW,N,1B01,Saint Bernard Ave & N Claiborne Ave,70116,1,POINT (-90.06580829 29.97286525)
F0864422,106,No relevant video was found,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3685018,538277,6/8/2022 22:13,6/8/2022 22:54,,6/8/2022 22:54,NAT,Necessary Action Taken,N,5G01,016XX Elysian Fields Ave,70117,5,POINT (-90.05672259 29.97396822)
F0866122,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3690670,523918,6/8/2022 22:28,6/8/2022 22:46,6/8/2022 22:47,6/9/2022 1:32,RTF,REPORT TO FOLLOW,N,4B01,019XX Hendee St,70114,4,POINT (-90.03938405 29.93431357)
F0895522,20,No relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3675144,528131,6/9/2022 8:10,,6/9/2022 9:11,6/9/2022 9:12,GOA,GONE ON ARRIVAL,N,6J02,Martin Luther King Jr Blvd & S Claiborne Ave,70113,6,POINT (-90.08825551 29.94636998)
F0930522,20,No relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3667853,535365,6/9/2022 14:09,6/9/2022 14:43,6/9/2022 14:58,6/9/2022 16:58,RTF,REPORT TO FOLLOW,N,2T05,Dublin St & Palmetto St,70118,2,POINT (-90.11103062 29.96647666)
F0934322,20I,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3679184,530407,6/9/2022 15:06,6/9/2022 15:08,6/9/2022 15:15,6/9/2022 17:58,RTF,REPORT TO FOLLOW,N,8I02,Perdido St & Loyola Ave,70112,8,POINT (-90.07542195 29.95250717)
F0932322,20,Relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3679971,526677,6/9/2022 14:35,,6/9/2022 15:48,6/9/2022 16:47,RTF,REPORT TO FOLLOW,N,6.00E+04,Saint Charles Ave & Calliope St,70130,6,POINT (-90.07306622 29.94222544)
F0970622,94,No relevant video was found,94,DISCHARGING FIREARM,2A,94,DISCHARGING FIREARM,2D,3664595,537365,6/9/2022 22:21,6/9/2022 22:25,6/9/2022 22:31,6/9/2022 22:52,GOA,GONE ON ARRIVAL,N,3A01,092XX Airline Hwy,70118,3,POINT (-90.12125485 29.97207133)
F0973122,100,No relevant video was found,100,HIT & RUN,1G,100,HIT & RUN,1G,3685118,537950,6/9/2022 22:57,6/9/2022 23:34,6/9/2022 23:36,6/9/2022 23:41,GOA,GONE ON ARRIVAL,N,5B03,015XX Elysian Fields Ave,70117,5,POINT (-90.05641743 29.97306671)
F0949922,67A,No relevant video was found,67A,AUTO THEFT,1D,18A,ABANDONED VEHICLE,1J,3684163,546247,6/9/2022 18:16,6/9/2022 22:58,6/9/2022 22:58,6/10/2022 0:38,RTF,REPORT TO FOLLOW,N,3X02,Elysian Fields Ave & Saint Denis St,70122,3,POINT (-90.05914143 29.99590881)
F0983122,94,No relevant video was found,94,DISCHARGING FIREARM,2D,94,DISCHARGING FIREARM,2D,3689904,522546,6/10/2022 1:08,,6/10/2022 1:08,6/10/2022 1:40,GOA,GONE ON ARRIVAL,Y,4A04,General De Gaulle Dr & L B Landry Ave,70114,4,POINT (-90.04185075 29.9305624)
F0990722,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3672563,527192,6/10/2022 3:24,6/10/2022 3:25,6/10/2022 3:28,6/10/2022 7:41,RTF,REPORT TO FOLLOW,N,6K01,028XX Blk S Roman St,70125,6,POINT (-90.09643637 29.94386457)
